league,season,game,team,minute,score,player1,player2,event_type
ENG-Premier League,1819,2019-04-14 Liverpool-Chelsea,Chelsea,75’,2:0,Ross Barkley,Ruben Loftus-Cheek,substitute_in
ENG-Premier League,1819,2019-04-14 Liverpool-Chelsea,Liverpool,77’,2:0,James Milner,Jordan Henderson,substitute_in
ENG-Premier League,1819,2019-04-14 Liverpool-Chelsea,Liverpool,90’,2:0,Xherdan Shaqiri,Mohamed Salah,substitute_in
ENG-Premier League,1819,2019-05-05 Chelsea-Watford,Chelsea,10’,0:0,Ruben Loftus-Cheek,N'Golo Kanté,substitute_in
ENG-Premier League,1819,2019-05-05 Chelsea-Watford,Chelsea,48’,1:0,Ruben Loftus-Cheek,Eden Hazard,goal
ENG-Premier League,1819,2019-05-05 Chelsea-Watford,Chelsea,51’,2:0,David Luiz,Eden Hazard,goal
ENG-Premier League,1819,2019-05-05 Chelsea-Watford,Watford,67’,2:0,Tom Cleverley,Nathaniel Chalobah,substitute_in
ENG-Premier League,1819,2019-05-05 Chelsea-Watford,Chelsea,75’,3:0,Gonzalo Higuaín,Pedro,goal
ENG-Premier League,1819,2019-05-05 Chelsea-Watford,Chelsea,79’,3:0,Olivier Giroud,Gonzalo Higuaín,substitute_in
ENG-Premier League,1819,2019-05-05 Chelsea-Watford,Watford,83’,3:0,Isaac Success,Gerard Deulofeu,substitute_in
ENG-Premier League,1819,2019-05-05 Chelsea-Watford,Watford,83’,3:0,Andre Gray,Troy Deeney,substitute_in
ENG-Premier League,1819,2019-05-05 Chelsea-Watford,Chelsea,89’,3:0,Gary Cahill,David Luiz,substitute_in
ENG-Premier League,1819,2019-05-05 Chelsea-Watford,Watford,90’,3:0,Abdoulaye Doucouré,,yellow_card
ENG-Premier League,1819,2019-01-13 Everton-Bournemouth,Everton,38’,0:0,Bernard,,yellow_card
ENG-Premier League,1819,2019-01-13 Everton-Bournemouth,Everton,61’,1:0,Kurt Zouma,Lucas Digne,goal
ENG-Premier League,1819,2019-01-13 Everton-Bournemouth,Everton,65’,1:0,Michael Keane,,yellow_card
ENG-Premier League,1819,2019-01-13 Everton-Bournemouth,Everton,66’,1:0,Kurt Zouma,,yellow_card
ENG-Premier League,1819,2019-01-13 Everton-Bournemouth,Everton,66’,1:0,André Gomes,,yellow_card
ENG-Premier League,1819,2019-01-13 Everton-Bournemouth,Bournemouth,68’,1:0,Lys Mousset,Junior Stanislas,substitute_in
ENG-Premier League,1819,2019-01-13 Everton-Bournemouth,Everton,78’,1:0,Theo Walcott,Bernard,substitute_in
ENG-Premier League,1819,2019-01-13 Everton-Bournemouth,Bournemouth,83’,1:0,Jordon Ibe,David Brooks,substitute_in
ENG-Premier League,1819,2019-01-13 Everton-Bournemouth,Everton,84’,1:0,Richarlison,,yellow_card
ENG-Premier League,1819,2019-01-13 Everton-Bournemouth,Everton,87’,1:0,Dominic Calvert-Lewin,Richarlison,substitute_in
ENG-Premier League,1819,2019-01-13 Everton-Bournemouth,Everton,90+3’,1:0,Yerry Mina,Gylfi Sigurðsson,substitute_in
ENG-Premier League,1819,2019-01-13 Everton-Bournemouth,Everton,90+5’,2:0,Dominic Calvert-Lewin,Ademola Lookman,goal
ENG-Premier League,1819,2018-11-10 Leicester City-Burnley,Leicester City,50’,0:0,Wes Morgan,,yellow_card
ENG-Premier League,1819,2018-11-10 Leicester City-Burnley,Burnley,55’,0:0,Jeff Hendrick,Steven Defour,substitute_in
ENG-Premier League,1819,2018-11-10 Leicester City-Burnley,Leicester City,60’,0:0,Kelechi Iheanacho,Marc Albrighton,substitute_in
ENG-Premier League,1819,2018-11-10 Leicester City-Burnley,Burnley,65’,0:0,Robbie Brady,Jóhann Berg Guðmundsson,substitute_in
ENG-Premier League,1819,2018-11-10 Leicester City-Burnley,Burnley,73’,0:0,Ashley Barnes,Sam Vokes,substitute_in
ENG-Premier League,1819,2018-11-10 Leicester City-Burnley,Leicester City,76’,0:0,Kelechi Iheanacho,,yellow_card
ENG-Premier League,1819,2018-11-10 Leicester City-Burnley,Leicester City,84’,0:0,Shinji Okazaki,Demarai Gray,substitute_in
ENG-Premier League,1819,2018-11-10 Leicester City-Burnley,Leicester City,90’,0:0,Çağlar Söyüncü,Jonny Evans,substitute_in
ENG-Premier League,1819,2018-09-23 West Ham United-Chelsea,Chelsea,50’,0:0,N'Golo Kanté,,yellow_card
ENG-Premier League,1819,2018-09-23 West Ham United-Chelsea,West Ham United,52’,0:0,Felipe Anderson,,yellow_card
ENG-Premier League,1819,2018-09-23 West Ham United-Chelsea,West Ham United,65’,0:0,Lucas Pérez,Michail Antonio,substitute_in
ENG-Premier League,1819,2018-09-23 West Ham United-Chelsea,Chelsea,65’,0:0,Álvaro Morata,Olivier Giroud,substitute_in
ENG-Premier League,1819,2018-09-23 West Ham United-Chelsea,Chelsea,69’,0:0,Gary Cahill,Antonio Rüdiger,substitute_in
ENG-Premier League,1819,2018-09-23 West Ham United-Chelsea,West Ham United,74’,0:0,Robert Snodgrass,Felipe Anderson,substitute_in
ENG-Premier League,1819,2018-09-23 West Ham United-Chelsea,Chelsea,79’,0:0,Ross Barkley,Mateo Kovačić,substitute_in
ENG-Premier League,1819,2018-09-23 West Ham United-Chelsea,West Ham United,85’,0:0,Carlos Sánchez,Mark Noble,substitute_in
ENG-Premier League,1819,2018-09-23 West Ham United-Chelsea,West Ham United,90+3’,0:0,Robert Snodgrass,,yellow_card
ENG-Premier League,1819,2018-09-02 Cardiff City-Arsenal,Arsenal,11’,0:1,Shkodran Mustafi,Granit Xhaka,goal
ENG-Premier League,1819,2018-09-02 Cardiff City-Arsenal,Arsenal,25’,0:1,Nacho Monreal,,yellow_card
ENG-Premier League,1819,2018-09-02 Cardiff City-Arsenal,Cardiff City,45+2’,1:1,Víctor Camarasa,Joe Bennett,goal
ENG-Premier League,1819,2018-09-02 Cardiff City-Arsenal,Arsenal,51’,1:1,Héctor Bellerín,,yellow_card
ENG-Premier League,1819,2018-09-02 Cardiff City-Arsenal,Arsenal,58’,1:1,Mattéo Guendouzi,,yellow_card
ENG-Premier League,1819,2018-09-02 Cardiff City-Arsenal,Arsenal,62’,1:2,Pierre-Emerick Aubameyang,Alexandre Lacazette,goal
ENG-Premier League,1819,2018-09-02 Cardiff City-Arsenal,Arsenal,66’,1:2,Granit Xhaka,,yellow_card
ENG-Premier League,1819,2018-09-02 Cardiff City-Arsenal,Cardiff City,70’,2:2,Danny Ward,Sean Morrison,goal
ENG-Premier League,1819,2018-09-02 Cardiff City-Arsenal,Arsenal,70’,1:2,Lucas Torreira,Mattéo Guendouzi,substitute_in
ENG-Premier League,1819,2018-09-02 Cardiff City-Arsenal,Cardiff City,71’,2:2,Junior Hoilett,,yellow_card
ENG-Premier League,1819,2018-09-02 Cardiff City-Arsenal,Cardiff City,77’,2:2,Víctor Camarasa,,yellow_card
ENG-Premier League,1819,2018-09-02 Cardiff City-Arsenal,Arsenal,81’,2:3,Alexandre Lacazette,Lucas Torreira,goal
ENG-Premier League,1819,2018-09-02 Cardiff City-Arsenal,Cardiff City,84’,2:3,Kenneth Zohore,Danny Ward,substitute_in
ENG-Premier League,1819,2018-09-02 Cardiff City-Arsenal,Arsenal,84’,2:3,Danny Welbeck,Mesut Özil,substitute_in
ENG-Premier League,1819,2018-09-02 Cardiff City-Arsenal,Cardiff City,89’,2:3,Gary Madine,Víctor Camarasa,substitute_in
ENG-Premier League,1819,2018-09-02 Cardiff City-Arsenal,Arsenal,89’,2:3,Henrikh Mkhitaryan,Pierre-Emerick Aubameyang,substitute_in
ENG-Premier League,1819,2018-09-02 Cardiff City-Arsenal,Cardiff City,90+3’,2:3,Harry Arter,,yellow_card
ENG-Premier League,1819,2019-05-12 Fulham-Newcastle United,Newcastle United,11’,0:2,Ayoze Pérez,,goal
ENG-Premier League,1819,2019-05-12 Fulham-Newcastle United,Fulham,59’,0:2,Joe Bryan,,yellow_card
ENG-Premier League,1819,2019-05-12 Fulham-Newcastle United,Newcastle United,61’,0:3,Fabian Schär,Matt Ritchie,goal
ENG-Premier League,1819,2019-05-12 Fulham-Newcastle United,Fulham,65’,0:3,Ryan Babel,Cyrus Christie,substitute_in
ENG-Premier League,1819,2019-05-12 Fulham-Newcastle United,Newcastle United,66’,0:3,Yoshinori Mutō,Christian Atsu,substitute_in
ENG-Premier League,1819,2019-05-12 Fulham-Newcastle United,Newcastle United,69’,0:3,Federico Fernández,Isaac Hayden,substitute_in
ENG-Premier League,1819,2019-05-12 Fulham-Newcastle United,Fulham,74’,0:3,Harvey Elliott,Floyd Ayité,substitute_in
ENG-Premier League,1819,2019-05-12 Fulham-Newcastle United,Fulham,81’,0:3,Neeskens Kebano,Ryan Sessegnon,substitute_in
ENG-Premier League,1819,2019-05-12 Fulham-Newcastle United,Newcastle United,81’,0:3,Kenedy,Paul Dummett,substitute_in
ENG-Premier League,1819,2019-05-12 Fulham-Newcastle United,Newcastle United,90’,0:4,Salomón Rondón,,goal
ENG-Premier League,1819,2019-05-12 Fulham-Newcastle United,Newcastle United,9’,0:1,Jonjo Shelvey,Matt Ritchie,goal
ENG-Premier League,1819,2018-09-02 Burnley-Manchester Utd,Manchester United,18’,0:0,Alexis Sánchez,,yellow_card
ENG-Premier League,1819,2018-09-02 Burnley-Manchester Utd,Manchester United,27’,0:1,Romelu Lukaku,Alexis Sánchez,goal
ENG-Premier League,1819,2018-09-02 Burnley-Manchester Utd,Manchester United,44’,0:2,Romelu Lukaku,,goal
ENG-Premier League,1819,2018-09-02 Burnley-Manchester Utd,Burnley,52’,0:2,Dwight McNeil,,yellow_card
ENG-Premier League,1819,2018-09-02 Burnley-Manchester Utd,Burnley,58’,0:2,Sam Vokes,Jeff Hendrick,substitute_in
ENG-Premier League,1819,2018-09-02 Burnley-Manchester Utd,Manchester United,61’,0:2,Marcus Rashford,Alexis Sánchez,substitute_in
ENG-Premier League,1819,2018-09-02 Burnley-Manchester Utd,Manchester United,69’,0:2,Paul Pogba,Joe Hart,penalty_miss
ENG-Premier League,1819,2018-09-02 Burnley-Manchester Utd,Burnley,71’,0:2,Phil Bardsley,,yellow_card
ENG-Premier League,1819,2018-09-02 Burnley-Manchester Utd,Manchester United,71’,0:2,Marcus Rashford,,red_card
ENG-Premier League,1819,2018-09-02 Burnley-Manchester Utd,Manchester United,74’,0:2,Romelu Lukaku,,yellow_card
ENG-Premier League,1819,2018-09-02 Burnley-Manchester Utd,Manchester United,74’,0:2,Luke Shaw,,yellow_card
ENG-Premier League,1819,2018-09-02 Burnley-Manchester Utd,Manchester United,76’,0:2,Ander Herrera,Jesse Lingard,substitute_in
ENG-Premier League,1819,2018-09-02 Burnley-Manchester Utd,Burnley,80’,0:2,Ashley Barnes,Dwight McNeil,substitute_in
ENG-Premier League,1819,2018-09-02 Burnley-Manchester Utd,Burnley,84’,0:2,Matěj Vydra,Chris Wood,substitute_in
ENG-Premier League,1819,2018-09-02 Burnley-Manchester Utd,Manchester United,90+2’,0:2,Eric Bailly,Paul Pogba,substitute_in
ENG-Premier League,1819,2018-10-06 Watford-Bournemouth,Watford,11’,0:0,Christian Kabasele,,yellow_card
ENG-Premier League,1819,2018-10-06 Watford-Bournemouth,Bournemouth,14’,0:1,David Brooks,,goal
ENG-Premier League,1819,2018-10-06 Watford-Bournemouth,Watford,22’,0:1,Craig Cathcart,,yellow_card
ENG-Premier League,1819,2018-10-06 Watford-Bournemouth,Watford,32’,0:1,Christian Kabasele,,yellow_red_card
ENG-Premier League,1819,2018-10-06 Watford-Bournemouth,Bournemouth,33’,0:2,Joshua King,,penalty_goal
ENG-Premier League,1819,2018-10-06 Watford-Bournemouth,Bournemouth,45’,0:3,Joshua King,Callum Wilson,goal
ENG-Premier League,1819,2018-10-06 Watford-Bournemouth,Bournemouth,47’,0:4,Callum Wilson,Ryan Fraser,goal
ENG-Premier League,1819,2018-10-06 Watford-Bournemouth,Watford,55’,0:4,Adrian Mariappa,Will Hughes,substitute_in
ENG-Premier League,1819,2018-10-06 Watford-Bournemouth,Watford,55’,0:4,Isaac Success,Andre Gray,substitute_in
ENG-Premier League,1819,2018-10-06 Watford-Bournemouth,Bournemouth,66’,0:4,Junior Stanislas,Ryan Fraser,substitute_in
ENG-Premier League,1819,2018-10-06 Watford-Bournemouth,Watford,68’,0:4,José Holebas,,yellow_card
ENG-Premier League,1819,2018-10-06 Watford-Bournemouth,Bournemouth,70’,0:4,Dan Gosling,David Brooks,substitute_in
ENG-Premier League,1819,2018-10-06 Watford-Bournemouth,Watford,74’,0:4,Gerard Deulofeu,Roberto Pereyra,substitute_in
ENG-Premier League,1819,2018-10-06 Watford-Bournemouth,Bournemouth,78’,0:4,Andrew Surman,Lewis Cook,substitute_in
ENG-Premier League,1819,2018-10-06 Watford-Bournemouth,Bournemouth,87’,0:4,Andrew Surman,,yellow_card
ENG-Premier League,1819,2018-10-06 Watford-Bournemouth,Watford,89’,0:4,Abdoulaye Doucouré,,yellow_card
ENG-Premier League,1819,2019-02-11 Wolves-Newcastle United,Newcastle United,44’,0:0,Matt Ritchie,,yellow_card
ENG-Premier League,1819,2019-02-11 Wolves-Newcastle United,Wolverhampton Wanderers,51’,0:0,Diogo Jota,,yellow_card
ENG-Premier League,1819,2019-02-11 Wolves-Newcastle United,Newcastle United,51’,0:0,Fabian Schär,,yellow_card
ENG-Premier League,1819,2019-02-11 Wolves-Newcastle United,Newcastle United,56’,0:1,Isaac Hayden,Fabian Schär,goal
ENG-Premier League,1819,2019-02-11 Wolves-Newcastle United,Newcastle United,68’,0:1,Jamaal Lascelles,,yellow_card
ENG-Premier League,1819,2019-02-11 Wolves-Newcastle United,Wolverhampton Wanderers,69’,0:1,Hélder Costa,Diogo Jota,substitute_in
ENG-Premier League,1819,2019-02-11 Wolves-Newcastle United,Wolverhampton Wanderers,69’,0:1,Ivan Cavaleiro,Leander Dendoncker,substitute_in
ENG-Premier League,1819,2019-02-11 Wolves-Newcastle United,Newcastle United,72’,0:1,Miguel Almirón,Christian Atsu,substitute_in
ENG-Premier League,1819,2019-02-11 Wolves-Newcastle United,Wolverhampton Wanderers,81’,0:1,Adama Traoré,Matt Doherty,substitute_in
ENG-Premier League,1819,2019-02-11 Wolves-Newcastle United,Newcastle United,86’,0:1,Mohamed Diamé,Isaac Hayden,substitute_in
ENG-Premier League,1819,2019-02-11 Wolves-Newcastle United,Newcastle United,90+1’,0:1,Javier Manquillo,Ayoze Pérez,substitute_in
ENG-Premier League,1819,2019-02-11 Wolves-Newcastle United,Wolverhampton Wanderers,90+5’,1:1,Willy Boly,Adama Traoré,goal
ENG-Premier League,1819,2019-04-06 Bournemouth-Burnley,Burnley,18’,1:1,Chris Wood,Ashley Westwood,goal
ENG-Premier League,1819,2019-04-06 Bournemouth-Burnley,Burnley,20’,1:2,Ashley Westwood,,goal
ENG-Premier League,1819,2019-04-06 Bournemouth-Burnley,Bournemouth,29’,1:2,Nathaniel Clyne,,yellow_card
ENG-Premier League,1819,2019-04-06 Bournemouth-Burnley,Burnley,32’,1:2,Jeff Hendrick,,yellow_card
ENG-Premier League,1819,2019-04-06 Bournemouth-Burnley,Burnley,35’,1:2,Ashley Barnes,,yellow_card
ENG-Premier League,1819,2019-04-06 Bournemouth-Burnley,Bournemouth,46’,1:2,Diego Rico,Nathaniel Clyne,substitute_in
ENG-Premier League,1819,2019-04-06 Bournemouth-Burnley,Bournemouth,4’,1:0,Ashley Barnes,,own_goal
ENG-Premier League,1819,2019-04-06 Bournemouth-Burnley,Burnley,56’,1:3,Ashley Barnes,Chris Wood,goal
ENG-Premier League,1819,2019-04-06 Bournemouth-Burnley,Bournemouth,59’,1:3,Dominic Solanke,Dan Gosling,substitute_in
ENG-Premier League,1819,2019-04-06 Bournemouth-Burnley,Bournemouth,71’,1:3,Junior Stanislas,Jefferson Lerma,substitute_in
ENG-Premier League,1819,2019-04-06 Bournemouth-Burnley,Burnley,78’,1:3,Ben Mee,,yellow_card
ENG-Premier League,1819,2019-04-06 Bournemouth-Burnley,Burnley,82’,1:3,Jóhann Berg Guðmundsson,Jeff Hendrick,substitute_in
ENG-Premier League,1819,2019-04-06 Bournemouth-Burnley,Bournemouth,90+5’,1:3,Adam Smith,,yellow_card
ENG-Premier League,1819,2018-12-01 Huddersfield Town-Brighton,Huddersfield Town,1’,1:0,Mathias Jørgensen,,goal
ENG-Premier League,1819,2018-12-01 Huddersfield Town-Brighton,Huddersfield Town,32’,1:0,Steve Mounié,,red_card
ENG-Premier League,1819,2018-12-01 Huddersfield Town-Brighton,Brighton & Hove Albion,39’,1:0,Bruno,,yellow_card
ENG-Premier League,1819,2018-12-01 Huddersfield Town-Brighton,Brighton & Hove Albion,45+4’,1:1,Shane Duffy,Solly March,goal
ENG-Premier League,1819,2018-12-01 Huddersfield Town-Brighton,Huddersfield Town,49’,1:1,Laurent Depoitre,Alex Pritchard,substitute_in
ENG-Premier League,1819,2018-12-01 Huddersfield Town-Brighton,Huddersfield Town,63’,1:1,Tommy Smith,Aaron Mooy,substitute_in
ENG-Premier League,1819,2018-12-01 Huddersfield Town-Brighton,Brighton & Hove Albion,69’,1:2,Florin Andone,Solly March,goal
ENG-Premier League,1819,2018-12-01 Huddersfield Town-Brighton,Huddersfield Town,77’,1:2,Danny Williams,Jonathan Hogg,substitute_in
ENG-Premier League,1819,2018-12-01 Huddersfield Town-Brighton,Brighton & Hove Albion,78’,1:2,Leon Balogun,Bruno,substitute_in
ENG-Premier League,1819,2018-12-01 Huddersfield Town-Brighton,Brighton & Hove Albion,79’,1:2,Glenn Murray,Florin Andone,substitute_in
ENG-Premier League,1819,2018-12-01 Huddersfield Town-Brighton,Brighton & Hove Albion,82’,1:2,Leon Balogun,,yellow_card
ENG-Premier League,1819,2018-12-01 Huddersfield Town-Brighton,Brighton & Hove Albion,90+1’,1:2,Beram Kayal,Yves Bissouma,substitute_in
ENG-Premier League,1819,2018-10-27 Leicester City-West Ham United,West Ham United,30’,0:1,Fabián Balbuena,,goal
ENG-Premier League,1819,2018-10-27 Leicester City-West Ham United,West Ham United,38’,0:1,Mark Noble,,red_card
ENG-Premier League,1819,2018-10-27 Leicester City-West Ham United,Leicester City,46’,0:1,Jamie Vardy,Rachid Ghezzal,substitute_in
ENG-Premier League,1819,2018-10-27 Leicester City-West Ham United,Leicester City,47’,0:1,Çağlar Söyüncü,,yellow_card
ENG-Premier League,1819,2018-10-27 Leicester City-West Ham United,Leicester City,61’,0:1,Demarai Gray,Kelechi Iheanacho,substitute_in
ENG-Premier League,1819,2018-10-27 Leicester City-West Ham United,West Ham United,61’,0:1,Michail Antonio,Javier Hernández,substitute_in
ENG-Premier League,1819,2018-10-27 Leicester City-West Ham United,West Ham United,75’,0:1,Aaron Cresswell,Grady Diangana,substitute_in
ENG-Premier League,1819,2018-10-27 Leicester City-West Ham United,Leicester City,80’,0:1,Shinji Okazaki,Çağlar Söyüncü,substitute_in
ENG-Premier League,1819,2018-10-27 Leicester City-West Ham United,West Ham United,81’,0:1,Angelo Ogbonna,Felipe Anderson,substitute_in
ENG-Premier League,1819,2018-10-27 Leicester City-West Ham United,West Ham United,85’,0:1,Pablo Zabaleta,,yellow_card
ENG-Premier League,1819,2018-10-27 Leicester City-West Ham United,Leicester City,89’,1:1,Wilfred Ndidi,Demarai Gray,goal
ENG-Premier League,1819,2018-12-26 Crystal Palace-Cardiff City,Cardiff City,31’,0:0,Sol Bamba,,yellow_card
ENG-Premier League,1819,2018-12-26 Crystal Palace-Cardiff City,Cardiff City,45+1’,0:0,Junior Hoilett,,yellow_card
ENG-Premier League,1819,2018-12-26 Crystal Palace-Cardiff City,Crystal Palace,63’,0:0,Connor Wickham,Max Meyer,substitute_in
ENG-Premier League,1819,2018-12-26 Crystal Palace-Cardiff City,Cardiff City,77’,0:0,Víctor Camarasa,,yellow_card
ENG-Premier League,1819,2018-12-26 Crystal Palace-Cardiff City,Cardiff City,90+1’,0:0,Aron Gunnarsson,Víctor Camarasa,substitute_in
ENG-Premier League,1819,2018-12-26 Crystal Palace-Cardiff City,Cardiff City,90+2’,0:0,Harry Arter,Junior Hoilett,substitute_in
ENG-Premier League,1819,2018-09-01 West Ham United-Wolves,West Ham United,24’,0:0,Ryan Fredericks,,yellow_card
ENG-Premier League,1819,2018-09-01 West Ham United-Wolves,West Ham United,46’,0:0,Andriy Yarmolenko,Robert Snodgrass,substitute_in
ENG-Premier League,1819,2018-09-01 West Ham United-Wolves,West Ham United,60’,0:0,Aaron Cresswell,,yellow_card
ENG-Premier League,1819,2018-09-01 West Ham United-Wolves,Wolverhampton Wanderers,62’,0:0,Adama Traoré,Diogo Jota,substitute_in
ENG-Premier League,1819,2018-09-01 West Ham United-Wolves,West Ham United,64’,0:0,Pedro Obiang,Jack Wilshere,substitute_in
ENG-Premier League,1819,2018-09-01 West Ham United-Wolves,Wolverhampton Wanderers,72’,0:0,Léo Bonatini,Hélder Costa,substitute_in
ENG-Premier League,1819,2018-09-01 West Ham United-Wolves,West Ham United,75’,0:0,Javier Hernández,Michail Antonio,substitute_in
ENG-Premier League,1819,2018-09-01 West Ham United-Wolves,Wolverhampton Wanderers,79’,0:0,Ryan Bennett,,yellow_card
ENG-Premier League,1819,2018-09-01 West Ham United-Wolves,Wolverhampton Wanderers,87’,0:0,Rúben Vinagre,Raúl Jiménez,substitute_in
ENG-Premier League,1819,2018-09-01 West Ham United-Wolves,Wolverhampton Wanderers,90+3’,0:1,Adama Traoré,Léo Bonatini,goal
ENG-Premier League,1819,2018-12-15 Crystal Palace-Leicester City,Crystal Palace,39’,1:0,Luka Milivojević,Andros Townsend,goal
ENG-Premier League,1819,2018-12-15 Crystal Palace-Leicester City,Crystal Palace,45+1’,1:0,James McArthur,,yellow_card
ENG-Premier League,1819,2018-12-15 Crystal Palace-Leicester City,Leicester City,46’,1:0,Rachid Ghezzal,James Maddison,substitute_in
ENG-Premier League,1819,2018-12-15 Crystal Palace-Leicester City,Leicester City,61’,1:0,Ricardo Pereira,,yellow_card
ENG-Premier League,1819,2018-12-15 Crystal Palace-Leicester City,Crystal Palace,65’,1:0,Jeffrey Schlupp,Cheikhou Kouyaté,substitute_in
ENG-Premier League,1819,2018-12-15 Crystal Palace-Leicester City,Leicester City,73’,1:0,Kelechi Iheanacho,Demarai Gray,substitute_in
ENG-Premier League,1819,2018-12-15 Crystal Palace-Leicester City,Crystal Palace,78’,1:0,Alexander Sørloth,Jordan Ayew,substitute_in
ENG-Premier League,1819,2018-12-15 Crystal Palace-Leicester City,Leicester City,89’,1:0,Shinji Okazaki,Marc Albrighton,substitute_in
ENG-Premier League,1819,2018-12-15 Crystal Palace-Leicester City,Crystal Palace,90+1’,1:0,Vicente Guaita,,yellow_card
ENG-Premier League,1819,2018-12-15 Crystal Palace-Leicester City,Crystal Palace,90+3’,1:0,Jason Puncheon,Max Meyer,substitute_in
ENG-Premier League,1819,2019-04-27 Fulham-Cardiff City,Fulham,28’,0:0,Cyrus Christie,Denis Odoi,substitute_in
ENG-Premier League,1819,2019-04-27 Fulham-Cardiff City,Cardiff City,61’,0:0,Danny Ward,Oumar Niasse,substitute_in
ENG-Premier League,1819,2019-04-27 Fulham-Cardiff City,Cardiff City,72’,0:0,Rhys Healey,Víctor Camarasa,substitute_in
ENG-Premier League,1819,2019-04-27 Fulham-Cardiff City,Fulham,79’,1:0,Ryan Babel,Cyrus Christie,goal
ENG-Premier League,1819,2019-04-27 Fulham-Cardiff City,Fulham,85’,1:0,Alfie Mawson,Ryan Sessegnon,substitute_in
ENG-Premier League,1819,2019-04-27 Fulham-Cardiff City,Cardiff City,87’,1:0,Bobby De Cordova-Reid,Aron Gunnarsson,substitute_in
ENG-Premier League,1819,2019-04-27 Fulham-Cardiff City,Fulham,89’,1:0,Floyd Ayité,Ryan Babel,substitute_in
ENG-Premier League,1819,2019-04-27 Southampton-Bournemouth,Southampton,12’,1:0,Shane Long,Nathan Redmond,goal
ENG-Premier League,1819,2019-04-27 Southampton-Bournemouth,Bournemouth,20’,1:1,Dan Gosling,Callum Wilson,goal
ENG-Premier League,1819,2019-04-27 Southampton-Bournemouth,Bournemouth,23’,1:1,Ryan Fraser,Chris Mepham,substitute_in
ENG-Premier League,1819,2019-04-27 Southampton-Bournemouth,Southampton,26’,1:1,Oriol Romeu,,yellow_card
ENG-Premier League,1819,2019-04-27 Southampton-Bournemouth,Bournemouth,32’,1:2,Callum Wilson,,goal
ENG-Premier League,1819,2019-04-27 Southampton-Bournemouth,Southampton,35’,1:2,Shane Long,,yellow_card
ENG-Premier League,1819,2019-04-27 Southampton-Bournemouth,Bournemouth,45+2’,1:2,Dan Gosling,,yellow_card
ENG-Premier League,1819,2019-04-27 Southampton-Bournemouth,Southampton,46’,1:2,Matt Targett,Oriol Romeu,substitute_in
ENG-Premier League,1819,2019-04-27 Southampton-Bournemouth,Bournemouth,53’,1:2,Emerson Hyndman,Dan Gosling,substitute_in
ENG-Premier League,1819,2019-04-27 Southampton-Bournemouth,Southampton,55’,2:2,James Ward-Prowse,Pierre Højbjerg,goal
ENG-Premier League,1819,2019-04-27 Southampton-Bournemouth,Southampton,67’,3:2,Matt Targett,Yan Valery,goal
ENG-Premier League,1819,2019-04-27 Southampton-Bournemouth,Bournemouth,72’,3:2,Dominic Solanke,Nathaniel Clyne,substitute_in
ENG-Premier League,1819,2019-04-27 Southampton-Bournemouth,Southampton,81’,3:2,Stuart Armstrong,Danny Ings,substitute_in
ENG-Premier League,1819,2019-04-27 Southampton-Bournemouth,Bournemouth,86’,3:3,Callum Wilson,Ryan Fraser,goal
ENG-Premier League,1819,2019-04-27 Southampton-Bournemouth,Southampton,88’,3:3,Charlie Austin,Shane Long,substitute_in
ENG-Premier League,1819,2018-11-30 Cardiff City-Wolves,Wolverhampton Wanderers,18’,0:1,Matt Doherty,,goal
ENG-Premier League,1819,2018-11-30 Cardiff City-Wolves,Wolverhampton Wanderers,61’,0:1,Rúben Neves,,yellow_card
ENG-Premier League,1819,2018-11-30 Cardiff City-Wolves,Cardiff City,65’,1:1,Aron Gunnarsson,Sean Morrison,goal
ENG-Premier League,1819,2018-11-30 Cardiff City-Wolves,Cardiff City,66’,1:1,Bobby De Cordova-Reid,Josh Murphy,substitute_in
ENG-Premier League,1819,2018-11-30 Cardiff City-Wolves,Wolverhampton Wanderers,66’,1:1,Romain Saïss,,yellow_card
ENG-Premier League,1819,2018-11-30 Cardiff City-Wolves,Wolverhampton Wanderers,66’,1:1,Diogo Jota,Hélder Costa,substitute_in
ENG-Premier League,1819,2018-11-30 Cardiff City-Wolves,Cardiff City,71’,1:1,Callum Paterson,,yellow_card
ENG-Premier League,1819,2018-11-30 Cardiff City-Wolves,Wolverhampton Wanderers,73’,1:1,Morgan Gibbs-White,Adama Traoré,substitute_in
ENG-Premier League,1819,2018-11-30 Cardiff City-Wolves,Cardiff City,76’,1:1,Kadeem Harris,Harry Arter,substitute_in
ENG-Premier League,1819,2018-11-30 Cardiff City-Wolves,Cardiff City,77’,2:1,Junior Hoilett,,goal
ENG-Premier League,1819,2018-11-30 Cardiff City-Wolves,Wolverhampton Wanderers,82’,2:1,Ivan Cavaleiro,Rúben Vinagre,substitute_in
ENG-Premier League,1819,2018-12-21 Wolves-Liverpool,Liverpool,18’,0:1,Mohamed Salah,Fabinho,goal
ENG-Premier League,1819,2018-12-21 Wolves-Liverpool,Liverpool,58’,0:1,Adam Lallana,Naby Keïta,substitute_in
ENG-Premier League,1819,2018-12-21 Wolves-Liverpool,Wolverhampton Wanderers,63’,0:1,Ivan Cavaleiro,Adama Traoré,substitute_in
ENG-Premier League,1819,2018-12-21 Wolves-Liverpool,Wolverhampton Wanderers,63’,0:1,Morgan Gibbs-White,João Moutinho,substitute_in
