league,season,game,team,minute,score,player1,player2,event_type
ENG-Premier League,1819,2018-09-22 Cardiff City-Manchester City,Cardiff City,51’,0:3,Jazz Richards,Lee Peltier,substitute_in
ENG-Premier League,1819,2018-09-22 Cardiff City-Manchester City,Manchester City,60’,0:3,Fernandinho,,yellow_card
ENG-Premier League,1819,2018-09-22 Cardiff City-Manchester City,Manchester City,61’,0:3,Riyad Mahrez,Sergio Agüero,substitute_in
ENG-Premier League,1819,2018-09-22 Cardiff City-Manchester City,Cardiff City,63’,0:3,Kenneth Zohore,Danny Ward,substitute_in
ENG-Premier League,1819,2018-09-22 Cardiff City-Manchester City,Manchester City,67’,0:4,Riyad Mahrez,İlkay Gündoğan,goal
ENG-Premier League,1819,2018-09-22 Cardiff City-Manchester City,Manchester City,69’,0:4,Phil Foden,İlkay Gündoğan,substitute_in
ENG-Premier League,1819,2018-09-22 Cardiff City-Manchester City,Manchester City,74’,0:4,John Stones,Fernandinho,substitute_in
ENG-Premier League,1819,2018-09-22 Cardiff City-Manchester City,Cardiff City,75’,0:4,Josh Murphy,Junior Hoilett,substitute_in
ENG-Premier League,1819,2018-09-22 Cardiff City-Manchester City,Manchester City,89’,0:5,Riyad Mahrez,,goal
ENG-Premier League,1819,2019-02-26 Huddersfield Town-Wolves,Huddersfield Town,29’,0:0,Philip Billing,,yellow_card
ENG-Premier League,1819,2019-02-26 Huddersfield Town-Wolves,Wolverhampton Wanderers,43’,0:0,Ryan Bennett,,yellow_card
ENG-Premier League,1819,2019-02-26 Huddersfield Town-Wolves,Huddersfield Town,46’,0:0,Juninho Bacuna,Demeaco Duhaney,substitute_in
ENG-Premier League,1819,2019-02-26 Huddersfield Town-Wolves,Wolverhampton Wanderers,66’,0:0,Ivan Cavaleiro,Diogo Jota,substitute_in
ENG-Premier League,1819,2019-02-26 Huddersfield Town-Wolves,Wolverhampton Wanderers,66’,0:0,Morgan Gibbs-White,João Moutinho,substitute_in
ENG-Premier League,1819,2019-02-26 Huddersfield Town-Wolves,Huddersfield Town,78’,0:0,Aaron Mooy,Alex Pritchard,substitute_in
ENG-Premier League,1819,2019-02-26 Huddersfield Town-Wolves,Wolverhampton Wanderers,78’,0:0,Hélder Costa,Raúl Jiménez,substitute_in
ENG-Premier League,1819,2019-02-26 Huddersfield Town-Wolves,Huddersfield Town,82’,0:0,Elias Kachunga,Jon Gorenc Stanković,substitute_in
ENG-Premier League,1819,2019-02-26 Huddersfield Town-Wolves,Huddersfield Town,84’,0:0,Jonathan Hogg,,yellow_card
ENG-Premier League,1819,2019-02-26 Huddersfield Town-Wolves,Wolverhampton Wanderers,89’,0:0,Matt Doherty,,yellow_card
ENG-Premier League,1819,2019-02-26 Huddersfield Town-Wolves,Huddersfield Town,90+1’,1:0,Steve Mounié,,goal
ENG-Premier League,1819,2018-11-11 Liverpool-Fulham,Liverpool,41’,1:0,Mohamed Salah,Trent Alexander-Arnold,goal
ENG-Premier League,1819,2018-11-11 Liverpool-Fulham,Liverpool,53’,2:0,Xherdan Shaqiri,Andrew Robertson,goal
ENG-Premier League,1819,2018-11-11 Liverpool-Fulham,Fulham,59’,2:0,Calum Chambers,,yellow_card
ENG-Premier League,1819,2018-11-11 Liverpool-Fulham,Fulham,63’,2:0,Jean Seri,Tom Cairney,substitute_in
ENG-Premier League,1819,2018-11-11 Liverpool-Fulham,Liverpool,69’,2:0,Jordan Henderson,Georginio Wijnaldum,substitute_in
ENG-Premier League,1819,2018-11-11 Liverpool-Fulham,Liverpool,77’,2:0,Joe Gomez,,yellow_card
ENG-Premier League,1819,2018-11-11 Liverpool-Fulham,Fulham,78’,2:0,Luciano Vietto,André Schürrle,substitute_in
ENG-Premier League,1819,2018-11-11 Liverpool-Fulham,Liverpool,81’,2:0,James Milner,Xherdan Shaqiri,substitute_in
ENG-Premier League,1819,2018-11-11 Liverpool-Fulham,Fulham,84’,2:0,Stefan Johansen,Andre-Frank Zambo Anguissa,substitute_in
ENG-Premier League,1819,2018-11-11 Liverpool-Fulham,Liverpool,90+2’,2:0,Naby Keïta,Fabinho,substitute_in
ENG-Premier League,1819,2019-01-30 Bournemouth-Chelsea,Bournemouth,47’,1:0,Joshua King,David Brooks,goal
ENG-Premier League,1819,2019-01-30 Bournemouth-Chelsea,Chelsea,61’,1:0,Willian,Pedro,substitute_in
ENG-Premier League,1819,2019-01-30 Bournemouth-Chelsea,Bournemouth,63’,2:0,David Brooks,Joshua King,goal
ENG-Premier League,1819,2019-01-30 Bournemouth-Chelsea,Chelsea,65’,2:0,Olivier Giroud,Gonzalo Higuaín,substitute_in
ENG-Premier League,1819,2019-01-30 Bournemouth-Chelsea,Bournemouth,68’,2:0,Jordon Ibe,David Brooks,substitute_in
ENG-Premier League,1819,2019-01-30 Bournemouth-Chelsea,Bournemouth,72’,2:0,Andrew Surman,,yellow_card
ENG-Premier League,1819,2019-01-30 Bournemouth-Chelsea,Bournemouth,74’,3:0,Joshua King,Junior Stanislas,goal
ENG-Premier League,1819,2019-01-30 Bournemouth-Chelsea,Chelsea,77’,3:0,Ruben Loftus-Cheek,Mateo Kovačić,substitute_in
ENG-Premier League,1819,2019-01-30 Bournemouth-Chelsea,Bournemouth,90+2’,3:0,Charlie Daniels,Ryan Fraser,substitute_in
ENG-Premier League,1819,2019-01-30 Bournemouth-Chelsea,Bournemouth,90+5’,4:0,Charlie Daniels,Jordon Ibe,goal
ENG-Premier League,1819,2019-01-30 Bournemouth-Chelsea,Bournemouth,90+5’,4:0,Chris Mepham,Junior Stanislas,substitute_in
ENG-Premier League,1819,2018-08-12 Arsenal-Manchester City,Manchester City,14’,0:1,Raheem Sterling,Benjamin Mendy,goal
ENG-Premier League,1819,2018-08-12 Arsenal-Manchester City,Arsenal,27’,0:1,Sokratis Papastathopoulos,,yellow_card
ENG-Premier League,1819,2018-08-12 Arsenal-Manchester City,Arsenal,35’,0:1,Stephan Lichtsteiner,Ainsley Maitland-Niles,substitute_in
ENG-Premier League,1819,2018-08-12 Arsenal-Manchester City,Manchester City,4’,0:0,Raheem Sterling,,yellow_card
ENG-Premier League,1819,2018-08-12 Arsenal-Manchester City,Arsenal,52’,0:1,Granit Xhaka,,yellow_card
ENG-Premier League,1819,2018-08-12 Arsenal-Manchester City,Arsenal,54’,0:1,Alexandre Lacazette,Aaron Ramsey,substitute_in
ENG-Premier League,1819,2018-08-12 Arsenal-Manchester City,Manchester City,60’,0:1,Kevin De Bruyne,Riyad Mahrez,substitute_in
ENG-Premier League,1819,2018-08-12 Arsenal-Manchester City,Manchester City,64’,0:2,Bernardo Silva,Benjamin Mendy,goal
ENG-Premier League,1819,2018-08-12 Arsenal-Manchester City,Arsenal,70’,0:2,Lucas Torreira,Granit Xhaka,substitute_in
ENG-Premier League,1819,2018-08-12 Arsenal-Manchester City,Manchester City,73’,0:2,Kevin De Bruyne,,yellow_card
ENG-Premier League,1819,2018-08-12 Arsenal-Manchester City,Manchester City,79’,0:2,Gabriel Jesus,Sergio Agüero,substitute_in
ENG-Premier League,1819,2018-08-12 Arsenal-Manchester City,Manchester City,87’,0:2,Leroy Sané,Raheem Sterling,substitute_in
ENG-Premier League,1819,2019-01-02 West Ham United-Brighton,West Ham United,46’,0:0,Lucas Pérez,Andy Carroll,substitute_in
ENG-Premier League,1819,2019-01-02 West Ham United-Brighton,Brighton & Hove Albion,56’,0:1,Dale Stephens,,goal
ENG-Premier League,1819,2019-01-02 West Ham United-Brighton,Brighton & Hove Albion,58’,0:2,Shane Duffy,Pascal Groß,goal
ENG-Premier League,1819,2019-01-02 West Ham United-Brighton,West Ham United,63’,0:2,Michail Antonio,Robert Snodgrass,substitute_in
ENG-Premier League,1819,2019-01-02 West Ham United-Brighton,West Ham United,63’,0:2,Mark Noble,Pedro Obiang,substitute_in
ENG-Premier League,1819,2019-01-02 West Ham United-Brighton,West Ham United,66’,1:2,Marko Arnautović,Mark Noble,goal
ENG-Premier League,1819,2019-01-02 West Ham United-Brighton,West Ham United,68’,2:2,Marko Arnautović,Michail Antonio,goal
ENG-Premier League,1819,2019-01-02 West Ham United-Brighton,Brighton & Hove Albion,73’,2:2,Gaëtan Bong,Bernardo,substitute_in
ENG-Premier League,1819,2019-01-02 West Ham United-Brighton,Brighton & Hove Albion,80’,2:2,Solly March,,yellow_card
ENG-Premier League,1819,2019-01-02 West Ham United-Brighton,Brighton & Hove Albion,82’,2:2,Florin Andone,Glenn Murray,substitute_in
ENG-Premier League,1819,2018-08-27 Manchester Utd-Tottenham Hotspur,Tottenham Hotspur,10’,0:0,Lucas Moura,,yellow_card
ENG-Premier League,1819,2018-08-27 Manchester Utd-Tottenham Hotspur,Manchester United,19’,0:0,Ander Herrera,,yellow_card
ENG-Premier League,1819,2018-08-27 Manchester Utd-Tottenham Hotspur,Tottenham Hotspur,24’,0:0,Harry Kane,,yellow_card
ENG-Premier League,1819,2018-08-27 Manchester Utd-Tottenham Hotspur,Tottenham Hotspur,50’,0:1,Harry Kane,Kieran Trippier,goal
ENG-Premier League,1819,2018-08-27 Manchester Utd-Tottenham Hotspur,Tottenham Hotspur,52’,0:2,Lucas Moura,Christian Eriksen,goal
ENG-Premier League,1819,2018-08-27 Manchester Utd-Tottenham Hotspur,Manchester United,55’,0:2,Alexis Sánchez,Ander Herrera,substitute_in
ENG-Premier League,1819,2018-08-27 Manchester Utd-Tottenham Hotspur,Manchester United,58’,0:2,Victor Lindelöf,Phil Jones,substitute_in
ENG-Premier League,1819,2018-08-27 Manchester Utd-Tottenham Hotspur,Manchester United,58’,0:2,Antonio Valencia,,yellow_card
ENG-Premier League,1819,2018-08-27 Manchester Utd-Tottenham Hotspur,Manchester United,61’,0:2,Marouane Fellaini,Nemanja Matić,substitute_in
ENG-Premier League,1819,2018-08-27 Manchester Utd-Tottenham Hotspur,Tottenham Hotspur,76’,0:2,Serge Aurier,Kieran Trippier,substitute_in
ENG-Premier League,1819,2018-08-27 Manchester Utd-Tottenham Hotspur,Tottenham Hotspur,77’,0:2,Danny Rose,,yellow_card
ENG-Premier League,1819,2018-08-27 Manchester Utd-Tottenham Hotspur,Tottenham Hotspur,82’,0:2,Ben Davies,Danny Rose,substitute_in
ENG-Premier League,1819,2018-08-27 Manchester Utd-Tottenham Hotspur,Tottenham Hotspur,84’,0:3,Lucas Moura,Harry Kane,goal
ENG-Premier League,1819,2018-08-27 Manchester Utd-Tottenham Hotspur,Tottenham Hotspur,89’,0:3,Harry Winks,Harry Kane,substitute_in
ENG-Premier League,1819,2018-12-30 Manchester Utd-Bournemouth,Manchester United,33’,2:0,Paul Pogba,Ander Herrera,goal
ENG-Premier League,1819,2018-12-30 Manchester Utd-Bournemouth,Manchester United,36’,2:0,Ashley Young,,yellow_card
ENG-Premier League,1819,2018-12-30 Manchester Utd-Bournemouth,Bournemouth,45+2’,3:1,Nathan Aké,David Brooks,goal
ENG-Premier League,1819,2018-12-30 Manchester Utd-Bournemouth,Manchester United,45’,3:0,Marcus Rashford,Anthony Martial,goal
ENG-Premier League,1819,2018-12-30 Manchester Utd-Bournemouth,Manchester United,51’,3:1,Ander Herrera,,yellow_card
ENG-Premier League,1819,2018-12-30 Manchester Utd-Bournemouth,Manchester United,5’,1:0,Paul Pogba,Marcus Rashford,goal
ENG-Premier League,1819,2018-12-30 Manchester Utd-Bournemouth,Bournemouth,66’,3:1,Ryan Fraser,Callum Wilson,substitute_in
ENG-Premier League,1819,2018-12-30 Manchester Utd-Bournemouth,Bournemouth,66’,3:1,Lys Mousset,David Brooks,substitute_in
ENG-Premier League,1819,2018-12-30 Manchester Utd-Bournemouth,Manchester United,70’,3:1,Romelu Lukaku,Marcus Rashford,substitute_in
ENG-Premier League,1819,2018-12-30 Manchester Utd-Bournemouth,Manchester United,72’,4:1,Romelu Lukaku,Paul Pogba,goal
ENG-Premier League,1819,2018-12-30 Manchester Utd-Bournemouth,Manchester United,76’,4:1,Andreas Pereira,Ander Herrera,substitute_in
ENG-Premier League,1819,2018-12-30 Manchester Utd-Bournemouth,Manchester United,79’,4:1,Eric Bailly,,red_card
ENG-Premier League,1819,2018-12-30 Manchester Utd-Bournemouth,Manchester United,82’,4:1,Phil Jones,Anthony Martial,substitute_in
ENG-Premier League,1819,2018-12-30 Manchester Utd-Bournemouth,Bournemouth,82’,4:1,Tyrone Mings,Nathan Aké,substitute_in
ENG-Premier League,1819,2019-02-02 Tottenham Hotspur-Newcastle United,Tottenham Hotspur,60’,0:0,Fernando Llorente,Lucas Moura,substitute_in
ENG-Premier League,1819,2019-02-02 Tottenham Hotspur-Newcastle United,Newcastle United,65’,0:0,DeAndre Yedlin,,yellow_card
ENG-Premier League,1819,2019-02-02 Tottenham Hotspur-Newcastle United,Tottenham Hotspur,78’,0:0,Danny Rose,Érik Lamela,substitute_in
ENG-Premier League,1819,2019-02-02 Tottenham Hotspur-Newcastle United,Newcastle United,82’,0:0,Kenedy,Christian Atsu,substitute_in
ENG-Premier League,1819,2019-02-02 Tottenham Hotspur-Newcastle United,Tottenham Hotspur,83’,1:0,Son Heung-min,Fernando Llorente,goal
ENG-Premier League,1819,2019-02-02 Tottenham Hotspur-Newcastle United,Newcastle United,86’,1:0,Antonio Barreca,Matt Ritchie,substitute_in
ENG-Premier League,1819,2019-02-02 Tottenham Hotspur-Newcastle United,Tottenham Hotspur,89’,1:0,Eric Dier,Son Heung-min,substitute_in
ENG-Premier League,1819,2019-04-28 Burnley-Manchester City,Manchester City,63’,0:1,Sergio Agüero,,goal
ENG-Premier League,1819,2019-04-28 Burnley-Manchester City,Manchester City,64’,0:1,Gabriel Jesus,Leroy Sané,substitute_in
ENG-Premier League,1819,2019-04-28 Burnley-Manchester City,Burnley,72’,0:1,Matěj Vydra,Chris Wood,substitute_in
ENG-Premier League,1819,2019-04-28 Burnley-Manchester City,Burnley,76’,0:1,Jóhann Berg Guðmundsson,Jeff Hendrick,substitute_in
ENG-Premier League,1819,2019-04-28 Burnley-Manchester City,Manchester City,83’,0:1,John Stones,Sergio Agüero,substitute_in
ENG-Premier League,1819,2019-04-28 Burnley-Manchester City,Burnley,87’,0:1,Matthew Lowton,,yellow_card
ENG-Premier League,1819,2019-04-28 Burnley-Manchester City,Manchester City,90+2’,0:1,Nicolás Otamendi,Raheem Sterling,substitute_in
ENG-Premier League,1819,2019-04-28 Burnley-Manchester City,Manchester City,90+5’,0:1,İlkay Gündoğan,,yellow_card
ENG-Premier League,1819,2018-08-25 Southampton-Leicester City,Southampton,26’,0:0,Pierre Højbjerg,,yellow_card
ENG-Premier League,1819,2018-08-25 Southampton-Leicester City,Southampton,52’,1:0,Ryan Bertrand,,goal
ENG-Premier League,1819,2018-08-25 Southampton-Leicester City,Leicester City,56’,1:1,Demarai Gray,,goal
ENG-Premier League,1819,2018-08-25 Southampton-Leicester City,Southampton,64’,1:1,Ryan Bertrand,,yellow_card
ENG-Premier League,1819,2018-08-25 Southampton-Leicester City,Leicester City,67’,1:1,Marc Albrighton,Kelechi Iheanacho,substitute_in
ENG-Premier League,1819,2018-08-25 Southampton-Leicester City,Southampton,69’,1:1,Charlie Austin,Danny Ings,substitute_in
ENG-Premier League,1819,2018-08-25 Southampton-Leicester City,Southampton,77’,1:1,Pierre Højbjerg,,yellow_red_card
ENG-Premier League,1819,2018-08-25 Southampton-Leicester City,Leicester City,78’,1:1,Rachid Ghezzal,James Maddison,substitute_in
ENG-Premier League,1819,2018-08-25 Southampton-Leicester City,Southampton,79’,1:1,Oriol Romeu,Mohamed Elyounoussi,substitute_in
ENG-Premier League,1819,2018-08-25 Southampton-Leicester City,Southampton,86’,1:1,Stuart Armstrong,Shane Long,substitute_in
ENG-Premier League,1819,2018-08-25 Southampton-Leicester City,Leicester City,88’,1:1,Shinji Okazaki,Demarai Gray,substitute_in
ENG-Premier League,1819,2018-08-25 Southampton-Leicester City,Leicester City,90+2’,1:2,Harry Maguire,Marc Albrighton,goal
ENG-Premier League,1819,2018-08-25 Southampton-Leicester City,Leicester City,90+3’,1:2,Harry Maguire,,yellow_card
ENG-Premier League,1819,2018-12-01 Newcastle United-West Ham United,West Ham United,11’,0:1,Javier Hernández,Robert Snodgrass,goal
ENG-Premier League,1819,2018-12-01 Newcastle United-West Ham United,West Ham United,21’,0:1,Robert Snodgrass,,yellow_card
ENG-Premier League,1819,2018-12-01 Newcastle United-West Ham United,West Ham United,32’,0:1,Mark Noble,,yellow_card
ENG-Premier League,1819,2018-12-01 Newcastle United-West Ham United,Newcastle United,41’,0:1,Matt Ritchie,,yellow_card
ENG-Premier League,1819,2018-12-01 Newcastle United-West Ham United,West Ham United,43’,0:1,Pablo Zabaleta,,yellow_card
ENG-Premier League,1819,2018-12-01 Newcastle United-West Ham United,Newcastle United,54’,0:1,Christian Atsu,Matt Ritchie,substitute_in
ENG-Premier League,1819,2018-12-01 Newcastle United-West Ham United,West Ham United,56’,0:1,Arthur Masuaku,Aaron Cresswell,substitute_in
ENG-Premier League,1819,2018-12-01 Newcastle United-West Ham United,West Ham United,63’,0:2,Javier Hernández,Marko Arnautović,goal
ENG-Premier League,1819,2018-12-01 Newcastle United-West Ham United,Newcastle United,70’,0:2,Jonjo Shelvey,Kenedy,substitute_in
ENG-Premier League,1819,2018-12-01 Newcastle United-West Ham United,West Ham United,71’,0:2,Pedro Obiang,Marko Arnautović,substitute_in
ENG-Premier League,1819,2018-12-01 Newcastle United-West Ham United,Newcastle United,78’,0:2,Joselu,Ayoze Pérez,substitute_in
ENG-Premier League,1819,2018-12-01 Newcastle United-West Ham United,Newcastle United,79’,0:2,Fabian Schär,,yellow_card
ENG-Premier League,1819,2018-12-01 Newcastle United-West Ham United,West Ham United,85’,0:2,Jack Wilshere,Mark Noble,substitute_in
ENG-Premier League,1819,2018-12-01 Newcastle United-West Ham United,Newcastle United,89’,0:2,DeAndre Yedlin,,yellow_card
ENG-Premier League,1819,2018-12-01 Newcastle United-West Ham United,West Ham United,90+3’,0:3,Felipe Anderson,Jack Wilshere,goal
ENG-Premier League,1819,2018-10-27 Southampton-Newcastle United,Southampton,63’,0:0,Manolo Gabbiadini,Charlie Austin,substitute_in
ENG-Premier League,1819,2018-10-27 Southampton-Newcastle United,Newcastle United,69’,0:0,Salomón Rondón,Ayoze Pérez,substitute_in
ENG-Premier League,1819,2018-10-27 Southampton-Newcastle United,Newcastle United,76’,0:0,Ki Sung-yueng,Mohamed Diamé,substitute_in
ENG-Premier League,1819,2018-10-27 Southampton-Newcastle United,Southampton,78’,0:0,Shane Long,Mohamed Elyounoussi,substitute_in
ENG-Premier League,1819,2018-10-27 Southampton-Newcastle United,Southampton,78’,0:0,James Ward-Prowse,Oriol Romeu,substitute_in
ENG-Premier League,1819,2018-10-27 Southampton-Newcastle United,Newcastle United,80’,0:0,Christian Atsu,Yoshinori Mutō,substitute_in
ENG-Premier League,1819,2018-10-27 Southampton-Newcastle United,Newcastle United,90+2’,0:0,Christian Atsu,,yellow_card
ENG-Premier League,1819,2019-03-09 Manchester City-Watford,Watford,18’,0:0,Tom Cleverley,,yellow_card
ENG-Premier League,1819,2019-03-09 Manchester City-Watford,Manchester City,46’,1:0,Raheem Sterling,,goal
ENG-Premier League,1819,2019-03-09 Manchester City-Watford,Manchester City,50’,2:0,Raheem Sterling,Riyad Mahrez,goal
ENG-Premier League,1819,2019-03-09 Manchester City-Watford,Manchester City,59’,3:0,Raheem Sterling,David Silva,goal
ENG-Premier League,1819,2019-03-09 Manchester City-Watford,Manchester City,64’,3:0,Leroy Sané,Raheem Sterling,substitute_in
ENG-Premier League,1819,2019-03-09 Manchester City-Watford,Watford,66’,3:0,Gerard Deulofeu,Kiko Femenía,substitute_in
ENG-Premier League,1819,2019-03-09 Manchester City-Watford,Watford,66’,3:1,Gerard Deulofeu,Troy Deeney,goal
ENG-Premier League,1819,2019-03-09 Manchester City-Watford,Watford,66’,3:1,Troy Deeney,Isaac Success,substitute_in
ENG-Premier League,1819,2019-03-09 Manchester City-Watford,Manchester City,6’,0:0,Kyle Walker,,yellow_card
ENG-Premier League,1819,2019-03-09 Manchester City-Watford,Manchester City,80’,3:1,Gabriel Jesus,Sergio Agüero,substitute_in
ENG-Premier League,1819,2019-03-09 Manchester City-Watford,Watford,82’,3:1,Craig Cathcart,Miguel Britos,substitute_in
ENG-Premier League,1819,2019-03-09 Manchester City-Watford,Manchester City,90’,3:1,Phil Foden,Riyad Mahrez,substitute_in
ENG-Premier League,1819,2018-10-20 Manchester City-Burnley,Burnley,11’,0:0,Jack Cork,,yellow_card
ENG-Premier League,1819,2018-10-20 Manchester City-Burnley,Manchester City,17’,1:0,Sergio Agüero,David Silva,goal
ENG-Premier League,1819,2018-10-20 Manchester City-Burnley,Manchester City,1’,0:0,Vincent Kompany,,yellow_card
ENG-Premier League,1819,2018-10-20 Manchester City-Burnley,Burnley,32’,1:0,Jeff Hendrick,,yellow_card
ENG-Premier League,1819,2018-10-20 Manchester City-Burnley,Manchester City,54’,2:0,Bernardo Silva,David Silva,goal
ENG-Premier League,1819,2018-10-20 Manchester City-Burnley,Manchester City,56’,3:0,Fernandinho,,goal
ENG-Premier League,1819,2018-10-20 Manchester City-Burnley,Manchester City,58’,3:0,Kevin De Bruyne,Bernardo Silva,substitute_in
ENG-Premier League,1819,2018-10-20 Manchester City-Burnley,Manchester City,66’,3:0,Gabriel Jesus,Sergio Agüero,substitute_in
ENG-Premier League,1819,2018-10-20 Manchester City-Burnley,Burnley,69’,3:0,Chris Wood,Sam Vokes,substitute_in
ENG-Premier League,1819,2018-10-20 Manchester City-Burnley,Burnley,69’,3:0,Ashley Westwood,Aaron Lennon,substitute_in
ENG-Premier League,1819,2018-10-20 Manchester City-Burnley,Manchester City,75’,3:0,Phil Foden,David Silva,substitute_in
ENG-Premier League,1819,2018-10-20 Manchester City-Burnley,Burnley,75’,3:0,Ashley Barnes,Steven Defour,substitute_in
ENG-Premier League,1819,2018-10-20 Manchester City-Burnley,Manchester City,81’,3:0,Leroy Sané,,yellow_card
ENG-Premier League,1819,2018-10-20 Manchester City-Burnley,Manchester City,83’,4:0,Riyad Mahrez,Fernandinho,goal
ENG-Premier League,1819,2018-10-20 Manchester City-Burnley,Manchester City,90’,5:0,Leroy Sané,Benjamin Mendy,goal
ENG-Premier League,1819,2018-09-16 Wolves-Burnley,Burnley,28’,0:0,Phil Bardsley,,yellow_card
ENG-Premier League,1819,2018-09-16 Wolves-Burnley,Burnley,37’,0:0,Jack Cork,,yellow_card
ENG-Premier League,1819,2018-09-16 Wolves-Burnley,Burnley,56’,0:0,Matěj Vydra,Ashley Barnes,substitute_in
ENG-Premier League,1819,2018-09-16 Wolves-Burnley,Wolverhampton Wanderers,61’,1:0,Raúl Jiménez,Matt Doherty,goal
ENG-Premier League,1819,2018-09-16 Wolves-Burnley,Wolverhampton Wanderers,66’,1:0,Adama Traoré,Hélder Costa,substitute_in
ENG-Premier League,1819,2018-09-16 Wolves-Burnley,Burnley,68’,1:0,Jóhann Berg Guðmundsson,,yellow_card
ENG-Premier League,1819,2018-09-16 Wolves-Burnley,Burnley,70’,1:0,Chris Wood,Sam Vokes,substitute_in
ENG-Premier League,1819,2018-09-16 Wolves-Burnley,Wolverhampton Wanderers,72’,1:0,Diogo Jota,,yellow_card
ENG-Premier League,1819,2018-09-16 Wolves-Burnley,Wolverhampton Wanderers,76’,1:0,Léo Bonatini,Raúl Jiménez,substitute_in
ENG-Premier League,1819,2018-09-16 Wolves-Burnley,Burnley,79’,1:0,Ashley Westwood,Jeff Hendrick,substitute_in
ENG-Premier League,1819,2018-09-16 Wolves-Burnley,Burnley,82’,1:0,Charlie Taylor,,yellow_card
ENG-Premier League,1819,2018-09-16 Wolves-Burnley,Wolverhampton Wanderers,86’,1:0,Rúben Neves,,yellow_card
ENG-Premier League,1819,2018-09-16 Wolves-Burnley,Wolverhampton Wanderers,88’,1:0,Morgan Gibbs-White,Diogo Jota,substitute_in
ENG-Premier League,1819,2018-09-01 Brighton-Fulham,Brighton & Hove Albion,25’,0:0,Pascal Groß,Marcus Bettinelli,penalty_miss
ENG-Premier League,1819,2018-09-01 Brighton-Fulham,Fulham,43’,0:1,André Schürrle,Jean Seri,goal
ENG-Premier League,1819,2018-09-01 Brighton-Fulham,Brighton & Hove Albion,45’,0:1,Dale Stephens,,yellow_card
ENG-Premier League,1819,2018-09-01 Brighton-Fulham,Brighton & Hove Albion,52’,0:1,Davy Pröpper,,yellow_card
ENG-Premier League,1819,2018-09-01 Brighton-Fulham,Brighton & Hove Albion,59’,0:1,Glenn Murray,,yellow_card
ENG-Premier League,1819,2018-09-01 Brighton-Fulham,Brighton & Hove Albion,60’,0:1,Yves Bissouma,Pascal Groß,substitute_in
ENG-Premier League,1819,2018-09-01 Brighton-Fulham,Fulham,62’,0:2,Aleksandar Mitrović,,goal
ENG-Premier League,1819,2018-09-01 Brighton-Fulham,Brighton & Hove Albion,67’,1:2,Glenn Murray,Anthony Knockaert,goal
ENG-Premier League,1819,2018-09-01 Brighton-Fulham,Brighton & Hove Albion,74’,1:2,Alireza Jahanbakhsh,Anthony Knockaert,substitute_in
ENG-Premier League,1819,2018-09-01 Brighton-Fulham,Brighton & Hove Albion,74’,1:2,Jürgen Locadia,Davy Pröpper,substitute_in
ENG-Premier League,1819,2018-09-01 Brighton-Fulham,Fulham,74’,1:2,Stefan Johansen,Andre-Frank Zambo Anguissa,substitute_in
ENG-Premier League,1819,2018-09-01 Brighton-Fulham,Fulham,74’,1:2,Ryan Sessegnon,Luciano Vietto,substitute_in
ENG-Premier League,1819,2018-09-01 Brighton-Fulham,Fulham,82’,1:2,Stefan Johansen,,yellow_card
ENG-Premier League,1819,2018-09-01 Brighton-Fulham,Fulham,84’,2:2,Aleksandar Mitrović,,yellow_card
ENG-Premier League,1819,2018-09-01 Brighton-Fulham,Brighton & Hove Albion,84’,2:2,Glenn Murray,,penalty_goal
ENG-Premier League,1819,2018-09-01 Brighton-Fulham,Fulham,87’,2:2,Calum Chambers,André Schürrle,substitute_in
ENG-Premier League,1819,2018-09-01 Brighton-Fulham,Fulham,90+4’,2:2,Maxime Le Marchand,,yellow_card
ENG-Premier League,1819,2018-12-15 Watford-Cardiff City,Watford,16’,1:0,Gerard Deulofeu,Abdoulaye Doucouré,goal
ENG-Premier League,1819,2018-12-15 Watford-Cardiff City,Cardiff City,46’,1:0,Nathaniel Mendez-Laing,Josh Murphy,substitute_in
ENG-Premier League,1819,2018-12-15 Watford-Cardiff City,Watford,52’,2:0,José Holebas,Gerard Deulofeu,goal
ENG-Premier League,1819,2018-12-15 Watford-Cardiff City,Cardiff City,59’,2:0,Lee Peltier,Joe Bennett,substitute_in
ENG-Premier League,1819,2018-12-15 Watford-Cardiff City,Watford,68’,3:0,Domingos Quina,Ken Sema,goal
ENG-Premier League,1819,2018-12-15 Watford-Cardiff City,Watford,77’,3:0,Isaac Success,Ken Sema,substitute_in
ENG-Premier League,1819,2018-12-15 Watford-Cardiff City,Cardiff City,78’,3:0,Bobby De Cordova-Reid,Aron Gunnarsson,substitute_in
ENG-Premier League,1819,2018-12-15 Watford-Cardiff City,Cardiff City,80’,3:1,Junior Hoilett,Víctor Camarasa,goal
ENG-Premier League,1819,2018-12-15 Watford-Cardiff City,Watford,81’,3:1,Stefano Okaka,Troy Deeney,substitute_in
ENG-Premier League,1819,2018-12-15 Watford-Cardiff City,Cardiff City,82’,3:2,Bobby De Cordova-Reid,,goal
ENG-Premier League,1819,2018-12-15 Watford-Cardiff City,Watford,87’,3:2,Tom Cleverley,Gerard Deulofeu,substitute_in
ENG-Premier League,1819,2018-10-27 Fulham-Bournemouth,Bournemouth,14’,0:1,Callum Wilson,,penalty_goal
ENG-Premier League,1819,2018-10-27 Fulham-Bournemouth,Fulham,17’,0:1,Aboubakar Kamara,,yellow_card
