conf,stake,strategy,kelly_frac,vig,min_odds,total_bets,wins,win_rate,net_profit,final_bankroll,roi,sharpe
0.65,20,kelly,0.05,0.95,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.65,20,kelly,0.05,0.95,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.65,20,kelly,0.05,0.98,1.1,85,56,65.88,-4.82,995.18,-0.28,-0.7684
0.65,20,kelly,0.05,0.98,1.2,85,56,65.88,-4.82,995.18,-0.28,-0.7684
0.65,20,kelly,0.05,0.98,1.3,82,53,64.63,-5.64,994.36,-0.34,-0.904
0.65,20,kelly,0.05,0.98,1.4,65,42,64.62,-3.85,996.15,-0.3,-0.6849
0.65,20,kelly,0.05,0.98,1.5,7,3,42.86,-2.49,997.51,-1.78,-1.2656
0.65,20,kelly,0.05,0.98,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.65,20,kelly,0.05,1.0,1.1,85,56,65.88,-3.18,996.82,-0.19,-0.4973
0.65,20,kelly,0.05,1.0,1.2,85,56,65.88,-3.18,996.82,-0.19,-0.4973
0.65,20,kelly,0.05,1.0,1.3,84,55,65.48,-3.47,996.53,-0.21,-0.5428
0.65,20,kelly,0.05,1.0,1.4,78,52,66.67,-1.47,998.53,-0.09,-0.2398
0.65,20,kelly,0.05,1.0,1.5,24,14,58.33,-2.71,997.29,-0.57,-0.7391
0.65,20,kelly,0.05,1.0,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.65,20,kelly,0.07,0.85,1.1,84,55,65.48,-15.55,984.45,-0.93,-2.8622
0.65,20,kelly,0.07,0.85,1.2,71,48,67.61,-10.71,989.29,-0.75,-2.1616
0.65,20,kelly,0.07,0.85,1.3,7,3,42.86,-3.09,996.91,-2.21,-1.8096
0.65,20,kelly,0.07,0.85,1.4,0,0,0.0,0.0,1000.0,0.0,0.0
0.65,20,kelly,0.07,0.85,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.65,20,kelly,0.07,0.85,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.65,20,kelly,0.07,0.9,1.1,85,56,65.88,-11.36,988.64,-0.67,-1.9731
0.65,20,kelly,0.07,0.9,1.2,81,53,65.43,-10.88,989.12,-0.67,-1.9187
0.65,20,kelly,0.07,0.9,1.3,61,39,63.93,-8.73,991.27,-0.72,-1.7352
0.65,20,kelly,0.07,0.9,1.4,0,0,0.0,0.0,1000.0,0.0,0.0
0.65,20,kelly,0.07,0.9,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.65,20,kelly,0.07,0.9,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.65,20,kelly,0.07,0.95,1.1,85,56,65.88,-7.27,992.73,-0.43,-1.1964
0.65,20,kelly,0.07,0.95,1.2,85,56,65.88,-7.27,992.73,-0.43,-1.1964
0.65,20,kelly,0.07,0.95,1.3,80,53,66.25,-5.98,994.02,-0.37,-1.0116
0.65,20,kelly,0.07,0.95,1.4,38,24,63.16,-3.63,996.37,-0.48,-0.8524
0.65,20,kelly,0.07,0.95,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.65,20,kelly,0.07,0.95,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.65,20,kelly,0.07,0.98,1.1,85,56,65.88,-4.82,995.18,-0.28,-0.7684
0.65,20,kelly,0.07,0.98,1.2,85,56,65.88,-4.82,995.18,-0.28,-0.7684
0.65,20,kelly,0.07,0.98,1.3,82,53,64.63,-5.64,994.36,-0.34,-0.904
0.65,20,kelly,0.07,0.98,1.4,65,42,64.62,-3.85,996.15,-0.3,-0.6849
0.65,20,kelly,0.07,0.98,1.5,7,3,42.86,-2.49,997.51,-1.78,-1.2656
0.65,20,kelly,0.07,0.98,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.65,20,kelly,0.07,1.0,1.1,85,56,65.88,-3.18,996.82,-0.19,-0.4973
0.65,20,kelly,0.07,1.0,1.2,85,56,65.88,-3.18,996.82,-0.19,-0.4973
0.65,20,kelly,0.07,1.0,1.3,84,55,65.48,-3.47,996.53,-0.21,-0.5428
0.65,20,kelly,0.07,1.0,1.4,78,52,66.67,-1.47,998.53,-0.09,-0.2398
0.65,20,kelly,0.07,1.0,1.5,24,14,58.33,-2.71,997.29,-0.57,-0.7391
0.65,20,kelly,0.07,1.0,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.65,20,kelly,0.1,0.85,1.1,84,55,65.48,-15.55,984.45,-0.93,-2.8622
0.65,20,kelly,0.1,0.85,1.2,71,48,67.61,-10.71,989.29,-0.75,-2.1616
0.65,20,kelly,0.1,0.85,1.3,7,3,42.86,-3.09,996.91,-2.21,-1.8096
0.65,20,kelly,0.1,0.85,1.4,0,0,0.0,0.0,1000.0,0.0,0.0
0.65,20,kelly,0.1,0.85,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.65,20,kelly,0.1,0.85,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.65,20,kelly,0.1,0.9,1.1,85,56,65.88,-11.36,988.64,-0.67,-1.9731
0.65,20,kelly,0.1,0.9,1.2,81,53,65.43,-10.88,989.12,-0.67,-1.9187
0.65,20,kelly,0.1,0.9,1.3,61,39,63.93,-8.73,991.27,-0.72,-1.7352
0.65,20,kelly,0.1,0.9,1.4,0,0,0.0,0.0,1000.0,0.0,0.0
0.65,20,kelly,0.1,0.9,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.65,20,kelly,0.1,0.9,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.65,20,kelly,0.1,0.95,1.1,85,56,65.88,-7.27,992.73,-0.43,-1.1964
0.65,20,kelly,0.1,0.95,1.2,85,56,65.88,-7.27,992.73,-0.43,-1.1964
0.65,20,kelly,0.1,0.95,1.3,80,53,66.25,-5.98,994.02,-0.37,-1.0116
0.65,20,kelly,0.1,0.95,1.4,38,24,63.16,-3.63,996.37,-0.48,-0.8524
0.65,20,kelly,0.1,0.95,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.65,20,kelly,0.1,0.95,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.65,20,kelly,0.1,0.98,1.1,85,56,65.88,-4.82,995.18,-0.28,-0.7684
0.65,20,kelly,0.1,0.98,1.2,85,56,65.88,-4.82,995.18,-0.28,-0.7684
0.65,20,kelly,0.1,0.98,1.3,82,53,64.63,-5.64,994.36,-0.34,-0.904
0.65,20,kelly,0.1,0.98,1.4,65,42,64.62,-3.85,996.15,-0.3,-0.6849
0.65,20,kelly,0.1,0.98,1.5,7,3,42.86,-2.49,997.51,-1.78,-1.2656
0.65,20,kelly,0.1,0.98,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.65,20,kelly,0.1,1.0,1.1,85,56,65.88,-3.18,996.82,-0.19,-0.4973
0.65,20,kelly,0.1,1.0,1.2,85,56,65.88,-3.18,996.82,-0.19,-0.4973
0.65,20,kelly,0.1,1.0,1.3,84,55,65.48,-3.47,996.53,-0.21,-0.5428
0.65,20,kelly,0.1,1.0,1.4,78,52,66.67,-1.47,998.53,-0.09,-0.2398
0.65,20,kelly,0.1,1.0,1.5,24,14,58.33,-2.71,997.29,-0.57,-0.7391
0.65,20,kelly,0.1,1.0,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.65,20,kelly,0.15,0.85,1.1,84,55,65.48,-15.55,984.45,-0.93,-2.8622
0.65,20,kelly,0.15,0.85,1.2,71,48,67.61,-10.71,989.29,-0.75,-2.1616
0.65,20,kelly,0.15,0.85,1.3,7,3,42.86,-3.09,996.91,-2.21,-1.8096
0.65,20,kelly,0.15,0.85,1.4,0,0,0.0,0.0,1000.0,0.0,0.0
0.65,20,kelly,0.15,0.85,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.65,20,kelly,0.15,0.85,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.65,20,kelly,0.15,0.9,1.1,85,56,65.88,-11.36,988.64,-0.67,-1.9731
0.65,20,kelly,0.15,0.9,1.2,81,53,65.43,-10.88,989.12,-0.67,-1.9187
0.65,20,kelly,0.15,0.9,1.3,61,39,63.93,-8.73,991.27,-0.72,-1.7352
0.65,20,kelly,0.15,0.9,1.4,0,0,0.0,0.0,1000.0,0.0,0.0
0.65,20,kelly,0.15,0.9,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.65,20,kelly,0.15,0.9,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.65,20,kelly,0.15,0.95,1.1,85,56,65.88,-7.27,992.73,-0.43,-1.1964
0.65,20,kelly,0.15,0.95,1.2,85,56,65.88,-7.27,992.73,-0.43,-1.1964
0.65,20,kelly,0.15,0.95,1.3,80,53,66.25,-5.98,994.02,-0.37,-1.0116
0.65,20,kelly,0.15,0.95,1.4,38,24,63.16,-3.63,996.37,-0.48,-0.8524
0.65,20,kelly,0.15,0.95,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.65,20,kelly,0.15,0.95,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.65,20,kelly,0.15,0.98,1.1,85,56,65.88,-4.82,995.18,-0.28,-0.7684
0.65,20,kelly,0.15,0.98,1.2,85,56,65.88,-4.82,995.18,-0.28,-0.7684
0.65,20,kelly,0.15,0.98,1.3,82,53,64.63,-5.64,994.36,-0.34,-0.904
0.65,20,kelly,0.15,0.98,1.4,65,42,64.62,-3.85,996.15,-0.3,-0.6849
0.65,20,kelly,0.15,0.98,1.5,7,3,42.86,-2.49,997.51,-1.78,-1.2656
0.65,20,kelly,0.15,0.98,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.65,20,kelly,0.15,1.0,1.1,85,56,65.88,-3.18,996.82,-0.19,-0.4973
0.65,20,kelly,0.15,1.0,1.2,85,56,65.88,-3.18,996.82,-0.19,-0.4973
0.65,20,kelly,0.15,1.0,1.3,84,55,65.48,-3.47,996.53,-0.21,-0.5428
0.65,20,kelly,0.15,1.0,1.4,78,52,66.67,-1.47,998.53,-0.09,-0.2398
0.65,20,kelly,0.15,1.0,1.5,24,14,58.33,-2.71,997.29,-0.57,-0.7391
0.65,20,kelly,0.15,1.0,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.03,0.85,1.1,19,13,68.42,-3.59,996.41,-0.94,-1.4929
0.7,20,kelly,0.03,0.85,1.2,6,6,100.0,1.24,1001.24,1.04,136.9051
0.7,20,kelly,0.03,0.85,1.3,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.03,0.85,1.4,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.03,0.85,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.03,0.85,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.03,0.9,1.1,20,14,70.0,-2.53,997.47,-0.63,-0.9854
0.7,20,kelly,0.03,0.9,1.2,16,11,68.75,-2.04,997.96,-0.64,-0.8664
0.7,20,kelly,0.03,0.9,1.3,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.03,0.9,1.4,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.03,0.9,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.03,0.9,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.03,0.95,1.1,20,14,70.0,-1.55,998.45,-0.39,-0.5747
0.7,20,kelly,0.03,0.95,1.2,20,14,70.0,-1.55,998.45,-0.39,-0.5747
0.7,20,kelly,0.03,0.95,1.3,15,11,73.33,-0.26,999.74,-0.09,-0.1147
0.7,20,kelly,0.03,0.95,1.4,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.03,0.95,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.03,0.95,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.03,0.98,1.1,20,14,70.0,-0.97,999.03,-0.24,-0.3484
0.7,20,kelly,0.03,0.98,1.2,20,14,70.0,-0.97,999.03,-0.24,-0.3484
0.7,20,kelly,0.03,0.98,1.3,17,11,64.71,-1.8,998.2,-0.53,-0.6602
0.7,20,kelly,0.03,0.98,1.4,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.03,0.98,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.03,0.98,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.03,1.0,1.1,20,14,70.0,-0.58,999.42,-0.15,-0.205
0.7,20,kelly,0.03,1.0,1.2,20,14,70.0,-0.58,999.42,-0.15,-0.205
0.7,20,kelly,0.03,1.0,1.3,19,13,68.42,-0.87,999.13,-0.23,-0.3077
0.7,20,kelly,0.03,1.0,1.4,13,10,76.92,1.13,1001.13,0.43,0.5255
0.7,20,kelly,0.03,1.0,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.03,1.0,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.05,0.85,1.1,19,13,68.42,-3.59,996.41,-0.94,-1.4929
0.7,20,kelly,0.05,0.85,1.2,6,6,100.0,1.24,1001.24,1.04,136.9051
0.7,20,kelly,0.05,0.85,1.3,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.05,0.85,1.4,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.05,0.85,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.05,0.85,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.05,0.9,1.1,20,14,70.0,-2.53,997.47,-0.63,-0.9854
0.7,20,kelly,0.05,0.9,1.2,16,11,68.75,-2.04,997.96,-0.64,-0.8664
0.7,20,kelly,0.05,0.9,1.3,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.05,0.9,1.4,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.05,0.9,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.05,0.9,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.05,0.95,1.1,20,14,70.0,-1.55,998.45,-0.39,-0.5747
0.7,20,kelly,0.05,0.95,1.2,20,14,70.0,-1.55,998.45,-0.39,-0.5747
0.7,20,kelly,0.05,0.95,1.3,15,11,73.33,-0.26,999.74,-0.09,-0.1147
0.7,20,kelly,0.05,0.95,1.4,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.05,0.95,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.05,0.95,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.05,0.98,1.1,20,14,70.0,-0.97,999.03,-0.24,-0.3484
0.7,20,kelly,0.05,0.98,1.2,20,14,70.0,-0.97,999.03,-0.24,-0.3484
0.7,20,kelly,0.05,0.98,1.3,17,11,64.71,-1.8,998.2,-0.53,-0.6602
0.7,20,kelly,0.05,0.98,1.4,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.05,0.98,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.05,0.98,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.05,1.0,1.1,20,14,70.0,-0.58,999.42,-0.15,-0.205
0.7,20,kelly,0.05,1.0,1.2,20,14,70.0,-0.58,999.42,-0.15,-0.205
0.7,20,kelly,0.05,1.0,1.3,19,13,68.42,-0.87,999.13,-0.23,-0.3077
0.7,20,kelly,0.05,1.0,1.4,13,10,76.92,1.13,1001.13,0.43,0.5255
0.7,20,kelly,0.05,1.0,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.05,1.0,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.07,0.85,1.1,19,13,68.42,-3.59,996.41,-0.94,-1.4929
0.7,20,kelly,0.07,0.85,1.2,6,6,100.0,1.24,1001.24,1.04,136.9051
0.7,20,kelly,0.07,0.85,1.3,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.07,0.85,1.4,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.07,0.85,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.07,0.85,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.07,0.9,1.1,20,14,70.0,-2.53,997.47,-0.63,-0.9854
0.7,20,kelly,0.07,0.9,1.2,16,11,68.75,-2.04,997.96,-0.64,-0.8664
0.7,20,kelly,0.07,0.9,1.3,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.07,0.9,1.4,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.07,0.9,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.07,0.9,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.07,0.95,1.1,20,14,70.0,-1.55,998.45,-0.39,-0.5747
0.7,20,kelly,0.07,0.95,1.2,20,14,70.0,-1.55,998.45,-0.39,-0.5747
0.7,20,kelly,0.07,0.95,1.3,15,11,73.33,-0.26,999.74,-0.09,-0.1147
0.7,20,kelly,0.07,0.95,1.4,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.07,0.95,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.07,0.95,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.07,0.98,1.1,20,14,70.0,-0.97,999.03,-0.24,-0.3484
0.7,20,kelly,0.07,0.98,1.2,20,14,70.0,-0.97,999.03,-0.24,-0.3484
0.7,20,kelly,0.07,0.98,1.3,17,11,64.71,-1.8,998.2,-0.53,-0.6602
0.7,20,kelly,0.07,0.98,1.4,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.07,0.98,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.07,0.98,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.07,1.0,1.1,20,14,70.0,-0.58,999.42,-0.15,-0.205
0.7,20,kelly,0.07,1.0,1.2,20,14,70.0,-0.58,999.42,-0.15,-0.205
0.7,20,kelly,0.07,1.0,1.3,19,13,68.42,-0.87,999.13,-0.23,-0.3077
0.7,20,kelly,0.07,1.0,1.4,13,10,76.92,1.13,1001.13,0.43,0.5255
0.7,20,kelly,0.07,1.0,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.07,1.0,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.1,0.85,1.1,19,13,68.42,-3.59,996.41,-0.94,-1.4929
0.7,20,kelly,0.1,0.85,1.2,6,6,100.0,1.24,1001.24,1.04,136.9051
0.7,20,kelly,0.1,0.85,1.3,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.1,0.85,1.4,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.1,0.85,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.1,0.85,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.1,0.9,1.1,20,14,70.0,-2.53,997.47,-0.63,-0.9854
0.7,20,kelly,0.1,0.9,1.2,16,11,68.75,-2.04,997.96,-0.64,-0.8664
0.7,20,kelly,0.1,0.9,1.3,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.1,0.9,1.4,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.1,0.9,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.1,0.9,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.1,0.95,1.1,20,14,70.0,-1.55,998.45,-0.39,-0.5747
0.7,20,kelly,0.1,0.95,1.2,20,14,70.0,-1.55,998.45,-0.39,-0.5747
0.7,20,kelly,0.1,0.95,1.3,15,11,73.33,-0.26,999.74,-0.09,-0.1147
0.7,20,kelly,0.1,0.95,1.4,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.1,0.95,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.1,0.95,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.1,0.98,1.1,20,14,70.0,-0.97,999.03,-0.24,-0.3484
0.7,20,kelly,0.1,0.98,1.2,20,14,70.0,-0.97,999.03,-0.24,-0.3484
0.7,20,kelly,0.1,0.98,1.3,17,11,64.71,-1.8,998.2,-0.53,-0.6602
0.7,20,kelly,0.1,0.98,1.4,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.1,0.98,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.1,0.98,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.1,1.0,1.1,20,14,70.0,-0.58,999.42,-0.15,-0.205
0.7,20,kelly,0.1,1.0,1.2,20,14,70.0,-0.58,999.42,-0.15,-0.205
0.7,20,kelly,0.1,1.0,1.3,19,13,68.42,-0.87,999.13,-0.23,-0.3077
0.7,20,kelly,0.1,1.0,1.4,13,10,76.92,1.13,1001.13,0.43,0.5255
0.7,20,kelly,0.1,1.0,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.1,1.0,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.15,0.85,1.1,19,13,68.42,-3.59,996.41,-0.94,-1.4929
0.7,20,kelly,0.15,0.85,1.2,6,6,100.0,1.24,1001.24,1.04,136.9051
0.7,20,kelly,0.15,0.85,1.3,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.15,0.85,1.4,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.15,0.85,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.15,0.85,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.15,0.9,1.1,20,14,70.0,-2.53,997.47,-0.63,-0.9854
0.7,20,kelly,0.15,0.9,1.2,16,11,68.75,-2.04,997.96,-0.64,-0.8664
0.7,20,kelly,0.15,0.9,1.3,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.15,0.9,1.4,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.15,0.9,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.15,0.9,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.15,0.95,1.1,20,14,70.0,-1.55,998.45,-0.39,-0.5747
0.7,20,kelly,0.15,0.95,1.2,20,14,70.0,-1.55,998.45,-0.39,-0.5747
0.7,20,kelly,0.15,0.95,1.3,15,11,73.33,-0.26,999.74,-0.09,-0.1147
0.7,20,kelly,0.15,0.95,1.4,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.15,0.95,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.15,0.95,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.15,0.98,1.1,20,14,70.0,-0.97,999.03,-0.24,-0.3484
0.7,20,kelly,0.15,0.98,1.2,20,14,70.0,-0.97,999.03,-0.24,-0.3484
0.7,20,kelly,0.15,0.98,1.3,17,11,64.71,-1.8,998.2,-0.53,-0.6602
0.7,20,kelly,0.15,0.98,1.4,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.15,0.98,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.15,0.98,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.15,1.0,1.1,20,14,70.0,-0.58,999.42,-0.15,-0.205
0.7,20,kelly,0.15,1.0,1.2,20,14,70.0,-0.58,999.42,-0.15,-0.205
0.7,20,kelly,0.15,1.0,1.3,19,13,68.42,-0.87,999.13,-0.23,-0.3077
0.7,20,kelly,0.15,1.0,1.4,13,10,76.92,1.13,1001.13,0.43,0.5255
0.7,20,kelly,0.15,1.0,1.5,0,0,0.0,0.0,1000.0,0.0,0.0
0.7,20,kelly,0.15,1.0,1.6,0,0,0.0,0.0,1000.0,0.0,0.0
