league,season,game,team,minute,score,player1,player2,event_type
ENG-Premier League,2122,2022-04-17 Newcastle United-Leicester City,Leicester City,78’,1:1,Kelechi Iheanacho,Patson Daka,substitute_in
ENG-Premier League,2122,2022-04-17 Newcastle United-Leicester City,Newcastle United,84’,1:1,Emil Krafth,,yellow_card
ENG-Premier League,2122,2022-04-17 Newcastle United-Leicester City,Newcastle United,90+1’,1:1,Dwight Gayle,Allan Saint-Maximin,substitute_in
ENG-Premier League,2122,2022-04-17 Newcastle United-Leicester City,Newcastle United,90+5’,2:1,Bruno Guimarães,,goal
ENG-Premier League,2122,2022-04-17 Newcastle United-Leicester City,Newcastle United,90+5’,2:1,Bruno Guimarães,,yellow_card
ENG-Premier League,2122,2022-04-17 Newcastle United-Leicester City,Leicester City,90+6’,2:1,Nampalys Mendy,,yellow_card
ENG-Premier League,2122,2021-12-28 Leicester City-Liverpool,Liverpool,16’,0:0,Mohamed Salah,,penalty_miss
ENG-Premier League,2122,2021-12-28 Leicester City-Liverpool,Liverpool,4’,0:0,Joël Matip,,yellow_card
ENG-Premier League,2122,2021-12-28 Leicester City-Liverpool,Liverpool,55’,0:0,Naby Keïta,Alex Oxlade-Chamberlain,substitute_in
ENG-Premier League,2122,2021-12-28 Leicester City-Liverpool,Leicester City,56’,0:0,Ademola Lookman,Hamza Choudhury,substitute_in
ENG-Premier League,2122,2021-12-28 Leicester City-Liverpool,Leicester City,56’,0:0,Youri Tielemans,Kelechi Iheanacho,substitute_in
ENG-Premier League,2122,2021-12-28 Leicester City-Liverpool,Leicester City,59’,1:0,Ademola Lookman,Kiernan Dewsbury-Hall,goal
ENG-Premier League,2122,2021-12-28 Leicester City-Liverpool,Liverpool,64’,1:0,James Milner,Fabinho,substitute_in
ENG-Premier League,2122,2021-12-28 Leicester City-Liverpool,Leicester City,68’,1:0,Marc Albrighton,James Maddison,substitute_in
ENG-Premier League,2122,2021-12-28 Leicester City-Liverpool,Liverpool,70’,1:0,Roberto Firmino,Jordan Henderson,substitute_in
ENG-Premier League,2122,2022-05-22 Liverpool-Wolves,Wolverhampton Wanderers,22’,0:1,Hwang Hee-chan,Pedro Neto,substitute_in
ENG-Premier League,2122,2022-05-22 Liverpool-Wolves,Liverpool,24’,1:1,Sadio Mané,Thiago Alcántara,goal
ENG-Premier League,2122,2022-05-22 Liverpool-Wolves,Wolverhampton Wanderers,3’,0:1,Pedro Neto,Raúl Jiménez,goal
ENG-Premier League,2122,2022-05-22 Liverpool-Wolves,Liverpool,46’,1:1,Joël Matip,,yellow_card
ENG-Premier League,2122,2022-05-22 Liverpool-Wolves,Liverpool,46’,1:1,James Milner,Thiago Alcántara,substitute_in
ENG-Premier League,2122,2022-05-22 Liverpool-Wolves,Wolverhampton Wanderers,46’,1:1,John Ruddy,José Sá,substitute_in
ENG-Premier League,2122,2022-05-22 Liverpool-Wolves,Liverpool,58’,1:1,Mohamed Salah,Diogo Jota,substitute_in
ENG-Premier League,2122,2022-05-22 Liverpool-Wolves,Liverpool,70’,1:1,Roberto Firmino,Naby Keïta,substitute_in
ENG-Premier League,2122,2022-05-22 Liverpool-Wolves,Liverpool,84’,2:1,Mohamed Salah,Joël Matip,goal
ENG-Premier League,2122,2022-05-22 Liverpool-Wolves,Liverpool,89’,3:1,Andrew Robertson,Roberto Firmino,goal
ENG-Premier League,2122,2022-05-22 Liverpool-Wolves,Wolverhampton Wanderers,90’,3:1,Francisco Trincão,Leander Dendoncker,substitute_in
ENG-Premier League,2122,2021-10-16 Southampton-Leeds United,Leeds United,47’,0:0,Tyler Roberts,,yellow_card
ENG-Premier League,2122,2021-10-16 Southampton-Leeds United,Southampton,53’,1:0,Armando Broja,Nathan Redmond,goal
ENG-Premier League,2122,2021-10-16 Southampton-Leeds United,Leeds United,58’,1:0,Pascal Struijk,,yellow_card
ENG-Premier League,2122,2021-10-16 Southampton-Leeds United,Southampton,59’,1:0,Stuart Armstrong,Moussa Djenepo,substitute_in
ENG-Premier League,2122,2021-10-16 Southampton-Leeds United,Leeds United,64’,1:0,Adam Forshaw,Rodrigo,substitute_in
ENG-Premier League,2122,2021-10-16 Southampton-Leeds United,Leeds United,70’,1:0,Diego Llorente,,yellow_card
ENG-Premier League,2122,2021-10-16 Southampton-Leeds United,Southampton,75’,1:0,Jan Bednarek,,yellow_card
ENG-Premier League,2122,2021-10-16 Southampton-Leeds United,Leeds United,77’,1:0,Joe Gelhardt,Mateusz Klich,substitute_in
ENG-Premier League,2122,2021-10-16 Southampton-Leeds United,Southampton,81’,1:0,Theo Walcott,Armando Broja,substitute_in
ENG-Premier League,2122,2021-10-16 Southampton-Leeds United,Leeds United,81’,1:0,Crysencio Summerville,Tyler Roberts,substitute_in
ENG-Premier League,2122,2021-10-16 Southampton-Leeds United,Southampton,83’,1:0,Alex McCarthy,,yellow_card
ENG-Premier League,2122,2021-10-16 Southampton-Leeds United,Southampton,90+5’,1:0,Nathan Tella,Mohamed Elyounoussi,substitute_in
ENG-Premier League,2122,2022-02-26 Brighton-Aston Villa,Brighton & Hove Albion,16’,0:0,Marc Cucurella,,yellow_card
ENG-Premier League,2122,2022-02-26 Brighton-Aston Villa,Aston Villa,17’,0:1,Matty Cash,,goal
ENG-Premier League,2122,2022-02-26 Brighton-Aston Villa,Aston Villa,19’,0:1,Matty Cash,,yellow_card
ENG-Premier League,2122,2022-02-26 Brighton-Aston Villa,Brighton & Hove Albion,25’,0:1,Leandro Trossard,,yellow_card
ENG-Premier League,2122,2022-02-26 Brighton-Aston Villa,Aston Villa,25’,0:1,Douglas Luiz,,yellow_card
ENG-Premier League,2122,2022-02-26 Brighton-Aston Villa,Aston Villa,40’,0:1,Tyrone Mings,,yellow_card
ENG-Premier League,2122,2022-02-26 Brighton-Aston Villa,Aston Villa,40’,0:1,Ollie Watkins,,yellow_card
ENG-Premier League,2122,2022-02-26 Brighton-Aston Villa,Brighton & Hove Albion,57’,0:1,Yves Bissouma,,yellow_card
ENG-Premier League,2122,2022-02-26 Brighton-Aston Villa,Brighton & Hove Albion,58’,0:1,Joël Veltman,,yellow_card
ENG-Premier League,2122,2022-02-26 Brighton-Aston Villa,Brighton & Hove Albion,62’,0:1,Danny Welbeck,Jakub Moder,substitute_in
ENG-Premier League,2122,2022-02-26 Brighton-Aston Villa,Aston Villa,68’,0:2,Ollie Watkins,Tyrone Mings,goal
ENG-Premier League,2122,2022-02-26 Brighton-Aston Villa,Aston Villa,72’,0:2,Morgan Sanson,Douglas Luiz,substitute_in
ENG-Premier League,2122,2022-02-26 Brighton-Aston Villa,Aston Villa,79’,0:2,Ashley Young,Danny Ings,substitute_in
ENG-Premier League,2122,2022-02-26 Brighton-Aston Villa,Aston Villa,83’,0:2,Emiliano Martínez,,yellow_card
ENG-Premier League,2122,2022-02-26 Brighton-Aston Villa,Aston Villa,86’,0:2,Tim Iroegbunam,Philippe Coutinho,substitute_in
ENG-Premier League,2122,2021-12-05 Manchester Utd-Crystal Palace,Crystal Palace,31’,0:0,Nathaniel Clyne,,yellow_card
ENG-Premier League,2122,2021-12-05 Manchester Utd-Crystal Palace,Manchester United,62’,0:0,Mason Greenwood,Jadon Sancho,substitute_in
ENG-Premier League,2122,2021-12-05 Manchester Utd-Crystal Palace,Crystal Palace,66’,0:0,Odsonne Édouard,Christian Benteke,substitute_in
ENG-Premier League,2122,2021-12-05 Manchester Utd-Crystal Palace,Crystal Palace,67’,0:0,Marc Guéhi,,yellow_card
ENG-Premier League,2122,2021-12-05 Manchester Utd-Crystal Palace,Manchester United,76’,0:0,Anthony Elanga,Marcus Rashford,substitute_in
ENG-Premier League,2122,2021-12-05 Manchester Utd-Crystal Palace,Manchester United,77’,1:0,Fred,Mason Greenwood,goal
ENG-Premier League,2122,2021-12-05 Manchester Utd-Crystal Palace,Manchester United,81’,1:0,Scott McTominay,,yellow_card
ENG-Premier League,2122,2021-12-05 Manchester Utd-Crystal Palace,Crystal Palace,84’,1:0,Eberechi Eze,Cheikhou Kouyaté,substitute_in
ENG-Premier League,2122,2021-12-05 Manchester Utd-Crystal Palace,Crystal Palace,84’,1:0,Michael Olise,Jordan Ayew,substitute_in
ENG-Premier League,2122,2021-12-05 Manchester Utd-Crystal Palace,Manchester United,86’,1:0,Donny van de Beek,Bruno Fernandes,substitute_in
ENG-Premier League,2122,2021-12-05 Manchester Utd-Crystal Palace,Manchester United,90+1’,1:0,Victor Lindelöf,,yellow_card
ENG-Premier League,2122,2021-09-11 Leicester City-Manchester City,Manchester City,26’,0:0,Rodri,,yellow_card
ENG-Premier League,2122,2021-09-11 Leicester City-Manchester City,Manchester City,38’,0:0,Aymeric Laporte,,yellow_card
ENG-Premier League,2122,2021-09-11 Leicester City-Manchester City,Leicester City,61’,0:0,Jonny Evans,Jannik Vestergaard,substitute_in
ENG-Premier League,2122,2021-09-11 Leicester City-Manchester City,Manchester City,62’,0:1,Bernardo Silva,,goal
ENG-Premier League,2122,2021-09-11 Leicester City-Manchester City,Manchester City,64’,0:1,Raheem Sterling,Ferrán Torres,substitute_in
ENG-Premier League,2122,2021-09-11 Leicester City-Manchester City,Leicester City,73’,0:1,Kelechi Iheanacho,James Maddison,substitute_in
ENG-Premier League,2122,2021-09-11 Leicester City-Manchester City,Leicester City,73’,0:1,Ademola Lookman,Harvey Barnes,substitute_in
ENG-Premier League,2122,2021-09-11 Leicester City-Manchester City,Leicester City,75’,0:1,Çağlar Söyüncü,,yellow_card
ENG-Premier League,2122,2021-09-11 Leicester City-Manchester City,Manchester City,84’,0:1,Fernandinho,Gabriel Jesus,substitute_in
ENG-Premier League,2122,2021-08-28 West Ham United-Crystal Palace,West Ham United,39’,1:0,Pablo Fornals,Michail Antonio,goal
ENG-Premier League,2122,2021-08-28 West Ham United-Crystal Palace,Crystal Palace,58’,1:1,Conor Gallagher,Christian Benteke,goal
ENG-Premier League,2122,2021-08-28 West Ham United-Crystal Palace,West Ham United,68’,2:1,Michail Antonio,,goal
ENG-Premier League,2122,2021-08-28 West Ham United-Crystal Palace,Crystal Palace,70’,2:2,Conor Gallagher,,goal
ENG-Premier League,2122,2021-08-28 West Ham United-Crystal Palace,West Ham United,79’,2:2,Manuel Lanzini,Jarrod Bowen,substitute_in
ENG-Premier League,2122,2021-08-28 West Ham United-Crystal Palace,West Ham United,87’,2:2,Andriy Yarmolenko,Pablo Fornals,substitute_in
ENG-Premier League,2122,2021-08-28 West Ham United-Crystal Palace,Crystal Palace,88’,2:2,Jeffrey Schlupp,James McArthur,substitute_in
ENG-Premier League,2122,2021-08-28 West Ham United-Crystal Palace,West Ham United,90+1’,2:2,Declan Rice,,yellow_card
ENG-Premier League,2122,2022-04-02 Liverpool-Watford,Liverpool,22’,1:0,Diogo Jota,Joe Gomez,goal
ENG-Premier League,2122,2022-04-02 Liverpool-Watford,Liverpool,45+1’,1:0,Joe Gomez,,yellow_card
ENG-Premier League,2122,2022-04-02 Liverpool-Watford,Watford,59’,1:0,Cucho,,yellow_card
ENG-Premier League,2122,2022-04-02 Liverpool-Watford,Liverpool,62’,1:0,Fabinho,Curtis Jones,substitute_in
ENG-Premier League,2122,2022-04-02 Liverpool-Watford,Liverpool,69’,1:0,Sadio Mané,Mohamed Salah,substitute_in
ENG-Premier League,2122,2022-04-02 Liverpool-Watford,Watford,78’,1:0,Joshua King,João Pedro,substitute_in
ENG-Premier League,2122,2022-04-02 Liverpool-Watford,Watford,78’,1:0,Emmanuel Dennis,Cucho,substitute_in
ENG-Premier League,2122,2022-04-02 Liverpool-Watford,Watford,78’,1:0,Tom Cleverley,Imran Louza,substitute_in
ENG-Premier League,2122,2022-04-02 Liverpool-Watford,Liverpool,89’,2:0,Fabinho,,penalty_goal
ENG-Premier League,2122,2022-04-02 Liverpool-Watford,Liverpool,90’,2:0,James Milner,Thiago Alcántara,substitute_in
ENG-Premier League,2122,2022-01-03 Manchester Utd-Wolves,Manchester United,48’,0:0,Scott McTominay,,yellow_card
ENG-Premier League,2122,2022-01-03 Manchester Utd-Wolves,Manchester United,56’,0:0,Luke Shaw,,yellow_card
ENG-Premier League,2122,2022-01-03 Manchester Utd-Wolves,Manchester United,60’,0:0,Bruno Fernandes,Mason Greenwood,substitute_in
ENG-Premier League,2122,2022-01-03 Manchester Utd-Wolves,Wolverhampton Wanderers,66’,0:0,Adama Traoré,Francisco Trincão,substitute_in
ENG-Premier League,2122,2022-01-03 Manchester Utd-Wolves,Manchester United,74’,0:0,Nemanja Matić,,yellow_card
ENG-Premier League,2122,2022-01-03 Manchester Utd-Wolves,Manchester United,76’,0:0,Marcus Rashford,Jadon Sancho,substitute_in
ENG-Premier League,2122,2022-01-03 Manchester Utd-Wolves,Wolverhampton Wanderers,81’,0:0,Fábio Silva,Raúl Jiménez,substitute_in
ENG-Premier League,2122,2022-01-03 Manchester Utd-Wolves,Wolverhampton Wanderers,82’,0:1,João Moutinho,,goal
ENG-Premier League,2122,2022-01-03 Manchester Utd-Wolves,Manchester United,84’,0:1,Anthony Elanga,Aaron Wan-Bissaka,substitute_in
ENG-Premier League,2122,2022-01-03 Manchester Utd-Wolves,Wolverhampton Wanderers,88’,0:1,Leander Dendoncker,Daniel Podence,substitute_in
ENG-Premier League,2122,2022-01-03 Manchester Utd-Wolves,Wolverhampton Wanderers,90+4’,0:1,José Sá,,yellow_card
ENG-Premier League,2122,2022-04-06 Burnley-Everton,Burnley,10’,0:0,Josh Brownhill,,yellow_card
ENG-Premier League,2122,2022-04-06 Burnley-Everton,Burnley,12’,1:0,Nathan Collins,Maxwel Cornet,goal
ENG-Premier League,2122,2022-04-06 Burnley-Everton,Everton,18’,1:1,Richarlison,,penalty_goal
ENG-Premier League,2122,2022-04-06 Burnley-Everton,Everton,3’,0:0,Mason Holgate,,yellow_card
ENG-Premier League,2122,2022-04-06 Burnley-Everton,Everton,41’,1:2,Richarlison,,penalty_goal
ENG-Premier League,2122,2022-04-06 Burnley-Everton,Everton,54’,1:2,Ben Godfrey,,yellow_card
ENG-Premier League,2122,2022-04-06 Burnley-Everton,Burnley,57’,2:2,Jay Rodriguez,Charlie Taylor,goal
ENG-Premier League,2122,2022-04-06 Burnley-Everton,Burnley,72’,2:2,Matthew Lowton,Connor Roberts,substitute_in
ENG-Premier League,2122,2022-04-06 Burnley-Everton,Everton,73’,2:2,Demarai Gray,Anthony Gordon,substitute_in
ENG-Premier League,2122,2022-04-06 Burnley-Everton,Burnley,76’,2:2,Matthew Lowton,,yellow_card
ENG-Premier League,2122,2022-04-06 Burnley-Everton,Burnley,80’,2:2,Matěj Vydra,Wout Weghorst,substitute_in
ENG-Premier League,2122,2022-04-06 Burnley-Everton,Burnley,85’,3:2,Maxwel Cornet,Matěj Vydra,goal
ENG-Premier League,2122,2022-04-06 Burnley-Everton,Burnley,85’,3:2,Dwight McNeil,Aaron Lennon,substitute_in
ENG-Premier League,2122,2022-04-06 Burnley-Everton,Everton,87’,3:2,Salomón Rondón,Mason Holgate,substitute_in
ENG-Premier League,2122,2022-03-16 Arsenal-Liverpool,Liverpool,54’,0:1,Diogo Jota,Thiago Alcántara,goal
ENG-Premier League,2122,2022-03-16 Arsenal-Liverpool,Liverpool,56’,0:1,Mohamed Salah,Luis Díaz,substitute_in
ENG-Premier League,2122,2022-03-16 Arsenal-Liverpool,Liverpool,56’,0:1,Roberto Firmino,Diogo Jota,substitute_in
ENG-Premier League,2122,2022-03-16 Arsenal-Liverpool,Liverpool,62’,0:2,Roberto Firmino,Andrew Robertson,goal
ENG-Premier League,2122,2022-03-16 Arsenal-Liverpool,Liverpool,63’,0:2,Roberto Firmino,,yellow_card
ENG-Premier League,2122,2022-03-16 Arsenal-Liverpool,Arsenal,67’,0:2,Emile Smith Rowe,Martin Ødegaard,substitute_in
ENG-Premier League,2122,2022-03-16 Arsenal-Liverpool,Arsenal,74’,0:2,Nicolas Pépé,Bukayo Saka,substitute_in
ENG-Premier League,2122,2022-03-16 Arsenal-Liverpool,Arsenal,80’,0:2,Eddie Nketiah,Alexandre Lacazette,substitute_in
ENG-Premier League,2122,2022-03-16 Arsenal-Liverpool,Liverpool,90’,0:2,Curtis Jones,Thiago Alcántara,substitute_in
ENG-Premier League,2122,2021-12-29 Chelsea-Brighton,Chelsea,27’,0:0,Marcos Alonso,Reece James,substitute_in
ENG-Premier League,2122,2021-12-29 Chelsea-Brighton,Chelsea,28’,1:0,Romelu Lukaku,Mason Mount,goal
ENG-Premier League,2122,2021-12-29 Chelsea-Brighton,Chelsea,41’,1:0,Antonio Rüdiger,,yellow_card
ENG-Premier League,2122,2021-12-29 Chelsea-Brighton,Chelsea,46’,1:0,Trevoh Chalobah,Andreas Christensen,substitute_in
ENG-Premier League,2122,2021-12-29 Chelsea-Brighton,Chelsea,58’,1:0,Mateo Kovačić,,yellow_card
ENG-Premier League,2122,2021-12-29 Chelsea-Brighton,Chelsea,64’,1:0,Callum Hudson-Odoi,,yellow_card
ENG-Premier League,2122,2021-12-29 Chelsea-Brighton,Brighton & Hove Albion,66’,1:0,Enock Mwepu,Tariq Lamptey,substitute_in
ENG-Premier League,2122,2021-12-29 Chelsea-Brighton,Chelsea,67’,1:0,N'Golo Kanté,Callum Hudson-Odoi,substitute_in
ENG-Premier League,2122,2021-12-29 Chelsea-Brighton,Brighton & Hove Albion,80’,1:0,Danny Welbeck,Alexis Mac Allister,substitute_in
ENG-Premier League,2122,2021-12-29 Chelsea-Brighton,Chelsea,81’,1:0,Mason Mount,,yellow_card
ENG-Premier League,2122,2021-12-29 Chelsea-Brighton,Brighton & Hove Albion,81’,1:0,Yves Bissouma,,yellow_card
ENG-Premier League,2122,2021-12-29 Chelsea-Brighton,Brighton & Hove Albion,88’,1:0,Steven Alzate,Jakub Moder,substitute_in
ENG-Premier League,2122,2021-12-29 Chelsea-Brighton,Brighton & Hove Albion,90+1’,1:1,Danny Welbeck,Marc Cucurella,goal
ENG-Premier League,2122,2021-11-07 Leeds United-Leicester City,Leeds United,26’,1:0,Raphinha,,goal
ENG-Premier League,2122,2021-11-07 Leeds United-Leicester City,Leeds United,27’,1:0,Raphinha,,yellow_card
ENG-Premier League,2122,2021-11-07 Leeds United-Leicester City,Leicester City,28’,1:1,Harvey Barnes,Boubakary Soumaré,goal
ENG-Premier League,2122,2021-11-07 Leeds United-Leicester City,Leicester City,70’,1:1,Daniel Amartey,Harvey Barnes,substitute_in
ENG-Premier League,2122,2021-11-07 Leeds United-Leicester City,Leicester City,74’,1:1,Wilfred Ndidi,,yellow_card
ENG-Premier League,2122,2021-11-07 Leeds United-Leicester City,Leicester City,77’,1:1,Kiernan Dewsbury-Hall,Youri Tielemans,substitute_in
ENG-Premier League,2122,2021-11-07 Leeds United-Leicester City,Leicester City,80’,1:1,James Maddison,Ademola Lookman,substitute_in
ENG-Premier League,2122,2021-11-07 Leeds United-Leicester City,Leeds United,83’,1:1,Tyler Roberts,Jack Harrison,substitute_in
ENG-Premier League,2122,2021-11-07 Leeds United-Leicester City,Leeds United,90’,1:1,Charlie Cresswell,Adam Forshaw,substitute_in
ENG-Premier League,2122,2022-02-10 Liverpool-Leicester City,Liverpool,34’,1:0,Diogo Jota,,goal
ENG-Premier League,2122,2022-02-10 Liverpool-Leicester City,Liverpool,50’,1:0,Roberto Firmino,,yellow_card
ENG-Premier League,2122,2022-02-10 Liverpool-Leicester City,Liverpool,59’,1:0,Harvey Elliott,Curtis Jones,substitute_in
ENG-Premier League,2122,2022-02-10 Liverpool-Leicester City,Liverpool,60’,1:0,Mohamed Salah,Roberto Firmino,substitute_in
ENG-Premier League,2122,2022-02-10 Liverpool-Leicester City,Leicester City,60’,1:0,Youri Tielemans,Boubakary Soumaré,substitute_in
ENG-Premier League,2122,2022-02-10 Liverpool-Leicester City,Leicester City,60’,1:0,Kelechi Iheanacho,Patson Daka,substitute_in
ENG-Premier League,2122,2022-02-10 Liverpool-Leicester City,Leicester City,79’,1:0,Harvey Barnes,Ademola Lookman,substitute_in
ENG-Premier League,2122,2022-02-10 Liverpool-Leicester City,Liverpool,87’,2:0,Diogo Jota,Joël Matip,goal
ENG-Premier League,2122,2022-02-10 Liverpool-Leicester City,Liverpool,90’,2:0,Takumi Minamino,Luis Díaz,substitute_in
ENG-Premier League,2122,2021-10-02 Burnley-Norwich City,Burnley,11’,0:0,James Tarkowski,,yellow_card
ENG-Premier League,2122,2021-10-02 Burnley-Norwich City,Burnley,24’,0:0,Chris Wood,,yellow_card
ENG-Premier League,2122,2021-10-02 Burnley-Norwich City,Burnley,25’,0:0,Matthew Lowton,,yellow_card
ENG-Premier League,2122,2021-10-02 Burnley-Norwich City,Norwich City,27’,0:0,Mathias Normann,,yellow_card
ENG-Premier League,2122,2021-10-02 Burnley-Norwich City,Burnley,33’,0:0,Josh Brownhill,,yellow_card
ENG-Premier League,2122,2021-10-02 Burnley-Norwich City,Burnley,34’,0:0,Jay Rodriguez,Matěj Vydra,substitute_in
ENG-Premier League,2122,2021-10-02 Burnley-Norwich City,Burnley,49’,0:0,Jay Rodriguez,,yellow_card
ENG-Premier League,2122,2021-10-02 Burnley-Norwich City,Burnley,60’,0:0,Jóhann Berg Guðmundsson,Aaron Lennon,substitute_in
ENG-Premier League,2122,2021-10-02 Burnley-Norwich City,Norwich City,74’,0:0,Max Aarons,,yellow_card
ENG-Premier League,2122,2021-10-02 Burnley-Norwich City,Burnley,80’,0:0,Ashley Barnes,Chris Wood,substitute_in
ENG-Premier League,2122,2021-10-02 Burnley-Norwich City,Norwich City,80’,0:0,Lukas Rupp,Pierre Lees-Melou,substitute_in
ENG-Premier League,2122,2021-10-02 Burnley-Norwich City,Norwich City,80’,0:0,Milot Rashica,Teemu Pukki,substitute_in
ENG-Premier League,2122,2021-10-02 Burnley-Norwich City,Norwich City,90’,0:0,Adam Idah,Josh Sargent,substitute_in
ENG-Premier League,2122,2022-03-05 Burnley-Chelsea,Chelsea,47’,0:1,Reece James,Trevoh Chalobah,goal
ENG-Premier League,2122,2022-03-05 Burnley-Chelsea,Chelsea,52’,0:2,Kai Havertz,Christian Pulisic,goal
ENG-Premier League,2122,2022-03-05 Burnley-Chelsea,Chelsea,55’,0:3,Kai Havertz,Reece James,goal
ENG-Premier League,2122,2022-03-05 Burnley-Chelsea,Burnley,63’,0:3,Maxwel Cornet,Jay Rodriguez,substitute_in
